LensID,Title,true_category,predicted_one,confidence_one,predicted_two,confidence_two
007-963-643-440-381,METHOD FOR SELECTIVE GRAFT POLYMERIZATION,Other,Other,1.0,Metal Textiles,0.0
060-374-873-238-281,Image forming apparatus,Other,Other,1.0,Metal Textiles,0.0
053-037-413-524-323,"METHOD FOR SCHEDULING HARDWARE ACCELERATOR, AND TASK SCHEDULER",Other,Other,1.0,Metal Textiles,0.0
017-930-321-096-970,BODY PLY SKIM LAYER,Other,Other,0.9,Metal Textiles,0.025
081-014-181-200-680,SMART MATTRESS TOPPER SYSTEM AND ASSOCIATED METHOD,Other,Other,0.96,Metal Textiles,0.01
110-564-915-083-345,METHOD AND DEVICE FOR IMAGE PROCESSING,Other,Other,1.0,Metal Textiles,0.0
068-615-434-053-096,Method for selective graft polymerization,Other,Synthetic Textiles,0.95,Other,0.02
010-518-361-252-748,Assemblies for electrochemical devices,Other,Other,0.96,Metal Textiles,0.01
017-094-632-965-669,PROCESS FOR PRODUCING ZEOLITES,Other,Other,1.0,Metal Textiles,0.0
095-623-854-468-406,THREE-LEVEL POWER MODULE,Other,Other,0.996,Metal Textiles,0.001
104-405-096-613-465,Image forming apparatus,Other,Other,0.98,Metal Textiles,0.005
067-185-499-639-414,POWER SUPPLYING AND IMAGE PROCESSING SYSTEM AND OPERATING METHOD THEREOF,Other,Other,1.0,Metal Textiles,0.0
002-125-316-346-078,Device and method for outputting a private image using a public display,Other,Other,1.0,Metal Textiles,0.0
082-027-577-762-179,IC CARD,Other,Other,1.0,Metal Textiles,0.0
191-170-144-291-467,DETECTING USER VIEWING DIFFICULTY FROM FACIAL PARAMETERS,Other,Other,1.0,Metal Textiles,0.0
174-669-132-832-330,Distributed computing systems having capability services,Other,Other,1.0,Metal Textiles,0.0
009-559-490-312-706,Data shuffling apparatus.,Other,Other,1.0,Metal Textiles,0.0
135-395-258-849-736,Lipases immobilized in sol-gel processed hydrophobic materials,Other,Other,1.0,Metal Textiles,0.0
178-221-341-385-864,HAPTIC GUIDING SYSTEM,Other,Other,0.98,Metal Textiles,0.005
157-394-725-212-843,Wireless system,Other,Other,1.0,Metal Textiles,0.0
011-872-140-689-557,Method for testing in-vehicle radio broadcast receiver device,Other,Other,1.0,Metal Textiles,0.0
177-093-271-048-466,PROCESS TO PREPARE DI- AND MULTIBLOCK COPOLYMERS.,Other,Other,0.87,Synthetic Textiles,0.1
051-767-730-921-877,HAPTIC GUIDING SYSTEM,Other,Other,1.0,Metal Textiles,0.0
194-023-008-522-928,PVD coated substrate,Other,Other,0.98,Mineral Textiles,0.015
024-647-387-975-724,SYSTEM AND METHOD FOR DETECTING DRIVER DROWSINESS,Other,Other,1.0,Metal Textiles,0.0
166-807-049-891-105,Power supplying and image processing system and operating method thereof,Other,Other,0.992,Metal Textiles,0.002
190-340-340-444-38X,MODULAR CAMERA,Other,Other,1.0,Metal Textiles,0.0
123-791-946-405-61X,HAPTIC GUIDING SYSTEM,Other,Other,1.0,Metal Textiles,0.0
031-245-477-525-091,Method for Testing In-Vehicle Radio Broadcast Receiver Device,Other,Other,1.0,Metal Textiles,0.0
066-534-233-915-502,Fieldbus adapter and method of using fieldbus adapter,Other,Other,0.98,Metal Textiles,0.005
097-889-058-479-674,HEADS UP DISPLAY IN VIRTUAL REALITY,Other,Other,1.0,Metal Textiles,0.0
173-275-545-442-009,LIDAR DEVICE WITH SPATIAL LIGHT MODULATORS,Other,Other,1.0,Metal Textiles,0.0
067-570-518-277-115,Methods and systems for image processing,Other,Other,1.0,Metal Textiles,0.0
059-417-916-364-15X,METHODS AND SYSTEMS FOR IMAGE PROCESSING,Other,Other,0.98,Metal Textiles,0.005
024-043-111-342-603,LOW TEMPERATURE FIRED CERAMICS,Other,Other,1.0,Metal Textiles,0.0
039-024-021-099-09X,Fieldbus adapter and method of using fieldbus adapter,Other,Other,1.0,Metal Textiles,0.0
125-167-515-939-592,IMAGING APPARATUS,Other,Other,1.0,Metal Textiles,0.0
061-594-152-593-778,Assemblies for electrochemical devices,Other,Other,1.0,Metal Textiles,0.0
186-763-549-121-215,Fluoroelastomer gels,Other,Other,0.95,Synthetic Textiles,0.05
096-940-503-860-495,BODY PLY SKIM LAYER,Other,Synthetic Textiles,0.65,Metal Textiles,0.2
037-477-523-187-355,LOGGING APPARATUS AND METHOD FOR USE OF SAME,Other,Other,0.98,Metal Textiles,0.005
008-055-706-127-492,METHOD OF USED OILS PROCESSING,Other,Other,1.0,Metal Textiles,0.0
136-183-014-171-609,OIL PUMP ROTOR,Other,Other,1.0,Metal Textiles,0.0
124-300-363-591-585,POWER SUPPLY SYSTEM,Other,Other,1.0,Metal Textiles,0.0
017-835-884-847-680,Imaging apparatus,Other,Other,1.0,Metal Textiles,0.0
024-977-011-284-572,Modular camera,Other,Other,1.0,Metal Textiles,0.0
121-755-150-425-278,Assemblies for electrochemical devices,Other,Other,1.0,Metal Textiles,0.0
002-732-355-659-055,Oil pump rotor,Other,Other,1.0,Metal Textiles,0.0
150-790-759-507-80X,Detecting user viewing difficulty from facial parameters,Other,Other,0.98,Metal Textiles,0.005
079-890-337-946-429,IMAGING APPARATUS AND IMAGING METHOD,Other,Other,1.0,Metal Textiles,0.0
086-443-177-778-911,Multilayer optical adhesives and articles,Other,Other,1.0,Metal Textiles,0.0
072-005-458-581-658,HIGH SURFACE AREA LAYERED DOUBLE HYDROXIDES,Other,Other,0.99,Mineral Textiles,0.01
063-055-280-984-300,CIGARETTE FILTER,Other,Natural Textiles,0.85,Other,0.08
109-189-005-213-481,Image-Guided Surgery System,Other,Other,1.0,Metal Textiles,0.0
076-674-615-165-820,SCREW WITH GROOVE FOR SELF-LOCK,Other,Other,1.0,Metal Textiles,0.0
140-176-648-488-404,LAYERED DOUBLE HYDROXIDES,Other,Other,0.95,Mineral Textiles,0.02
129-284-820-105-082,Lipases immobilized in sol-gel processed hydrophobic materials,Other,Other,1.0,Metal Textiles,0.0
081-294-021-128-818,Assemblies for electrochemical devices,Other,Other,0.96,Metal Textiles,0.01
057-582-729-882-628,METHOD AND APPARATUS FOR PROCESSING MIRROR IMAGES OF AI PLATFORM,Other,Other,1.0,Metal Textiles,0.0
094-920-176-432-088,Perfluoroelastomers,Other,Other,0.95,Synthetic Textiles,0.05
092-408-924-324-360,METHOD FOR PREPARING MOLECULAR SIEVE SSZ-63,Other,Other,1.0,Metal Textiles,0.0
047-489-497-974-881,Cellular system,Other,Other,1.0,Metal Textiles,0.0
089-519-577-370-234,Aggregating similarity metrics,Other,Other,0.996,Metal Textiles,0.001
171-214-127-089-810,POLYIMIDE FILM,Other,Other,0.86,Synthetic Textiles,0.1
073-004-808-799-457,Golf Ball,Other,Other,0.95,Synthetic Textiles,0.02
138-489-640-868-838,Perfluoroelastomers,Other,Other,0.95,Synthetic Textiles,0.05
067-265-804-839-720,PROTECTIVE COVER FOR ELECTROSTATIC CHUCK,Other,Other,1.0,Metal Textiles,0.0
183-507-939-741-143,HIGH SURFACE AREA LAYERED DOUBLE HYDROXIDES,Other,Other,0.95,Mineral Textiles,0.05
026-681-561-639-198,Methods for measuring blood pressure,Other,Other,1.0,Metal Textiles,0.0
000-838-658-262-98X,PROCESS FOR PRODUCING POROUS MATERIALS,Other,Other,0.85,Synthetic Textiles,0.1
119-712-740-601-524,PROCESS FOR PRODUCING POROUS MATERIALS,Other,Other,0.85,Mineral Textiles,0.06
124-971-960-233-273,DIGITAL STETHOSCOPE,Other,Other,1.0,Metal Textiles,0.0
023-660-368-605-605,Digital stethoscope,Other,Other,1.0,Metal Textiles,0.0
072-489-347-756-893,Pesticidal mixtures,Other,Other,0.99,Mineral Textiles,0.004
031-124-626-156-007,Method for Scheduling Feature Services with a Distributed Data Flow Service Framework,Other,Other,1.0,Metal Textiles,0.0
056-136-123-990-070,Golf Ball,Other,Other,0.98,Synthetic Textiles,0.02
107-577-656-950-604,LITHOGRAPHY SYSTEM AND METHOD,Other,Other,1.0,Metal Textiles,0.0
166-615-821-610-465,Golf ball,Other,Other,0.99,Synthetic Textiles,0.01
017-641-380-258-350,Golf ball,Other,Other,0.975,Synthetic Textiles,0.01
105-296-991-487-318,Table querying,Other,Other,1.0,Metal Textiles,0.0
093-064-610-397-25X,"DEVICE FOR PRODUCING BOOK COVERS, BOX LIDS OR GAME BOARDS",Other,Other,0.96,Metal Textiles,0.01
050-121-287-847-908,SYSTEM AND METHOD FOR PREDICTING AI USEFUL LIFE BASED ON ACCELERATED LIFE TESTING DATA,Other,Other,1.0,Metal Textiles,0.0
128-997-468-760-662,COMPUTE-IN-MEMORY SYSTEMS AND METHODS,Other,Other,0.99,Mineral Textiles,0.004
101-796-726-025-732,HETEROCYCLIC DERIVATIVES AND THEIR USE IN TREATING HEPATITIS C,Other,Other,1.0,Metal Textiles,0.0
065-701-999-423-391,APPARATUS AND METHOD FOR PROCESSING AUDIO,Other,Other,1.0,Metal Textiles,0.0
163-058-553-317-482,Optical switching matrix,Other,Other,1.0,Metal Textiles,0.0
081-077-971-053-302,"Device for producing book covers, box lids or game boards",Other,Other,0.98,Metal Textiles,0.005
151-635-623-910-225,POLYMERIC MORTAR,Other,Other,0.95,Mineral Textiles,0.05
054-555-161-634-062,ALKALI-FREE GLASS AND GLASS PLATE FOR A DISPLAY,Other,Other,0.95,Mineral Textiles,0.02
195-213-269-902-893,Method for scheduling feature services with a distributed data flow service framework,Other,Other,1.0,Metal Textiles,0.0
129-200-147-939-894,DEVICE SECURITY FOR CABLE THREAT ACTORS,Other,Other,1.0,Metal Textiles,0.0
044-228-202-418-286,"METHOD, DEVICE AND SYSTEM FOR PROCESSING IMAGE",Other,Other,0.98,Metal Textiles,0.005
075-116-663-520-548,"METHOD AND APPARATUS FOR PROCESSING STREAMING MEDIA SERVICE, AND STORAGE MEDIUM",Other,Other,1.0,Metal Textiles,0.0
168-218-088-357-279,DRILLSTRING WITH ACOUSTIC CALIPER,Other,Other,1.0,Metal Textiles,0.0
143-088-729-659-358,High permeability alloy.,Other,Other,0.95,Metal Textiles,0.05
080-861-623-674-914,Switching circuits and matrix device using same.,Other,Other,1.0,Metal Textiles,0.0
062-735-940-917-916,PROCESS FOR PRODUCING POROUS MATERIALS,Other,Other,0.85,Synthetic Textiles,0.12
011-438-791-278-741,IMPROVED WATER GAS SHIFT CATALYST,Other,Other,1.0,Metal Textiles,0.0
112-080-088-151-974,SELF-HEALING BOT,Other,Other,1.0,Metal Textiles,0.0
194-169-603-803-961,Makeup Mirror Display with Multiple Cameras and Variable Color Temperature Light Source,Other,Other,1.0,Metal Textiles,0.0
081-158-740-185-919,FILM RESISTOR HEATER,Other,Other,0.96,Metal Textiles,0.01
014-112-236-656-853,MODULATORS OF VR1 RECEPTOR,Other,Other,1.0,Metal Textiles,0.0
028-757-634-728-361,APERTURE ASSEMBLY FOR USE WITH A SUBSURFACE EJECTION VESSEL,Other,Other,0.992,Metal Textiles,0.002
074-747-530-253-882,Systems and methods for verifying activity associated with a play of a game,Other,Other,0.992,Metal Textiles,0.002
028-511-357-614-023,Heads up display in virtual reality,Other,Other,1.0,Metal Textiles,0.0
024-606-940-981-302,Demodulator using phase locked loop.,Other,Other,1.0,Metal Textiles,0.0
196-789-381-920-416,SUBSTRATE OF A CERAMIC MATERIAL,Other,Other,0.95,Mineral Textiles,0.02
059-764-419-900-480,METHOD FOR TRACKING PRODUCT HISTORY,Other,Other,0.98,Metal Textiles,0.005
192-457-596-233-828,ELECTRODE,Other,Other,1.0,Metal Textiles,0.0
193-727-890-468-680,AN ICE-BREAKING SYSTEM FOR AN AIRCRAFT,Other,Other,1.0,Metal Textiles,0.0
031-520-214-248-495,ABORTING ATTEMPTS OF HIJACKING,Other,Other,1.0,Metal Textiles,0.0
026-023-522-476-897,CATALYST COMPRISING A PHOSPHORUS MODIFIED ZEOLITE AND HAVING PARTLY AN ALPO STRUCTURE,Other,Other,0.98,Metal Textiles,0.005
005-582-528-692-020,DISPLAY APPARATUS AND OPERATING METHOD THEREOF,Other,Other,1.0,Metal Textiles,0.0
056-924-317-111-051,PROCESS FOR PRODUCING POROUS MATERIALS,Other,Other,0.95,Synthetic Textiles,0.05
094-173-286-337-915,CAPACITOR TESTING DEVICE AND TESTING METHOD THEREOF,Other,Other,1.0,Metal Textiles,0.0
061-467-318-359-817,Plastic glass mirror for vehicles,Other,Other,1.0,Metal Textiles,0.0
096-204-030-742-732,AGGREGATING SIMILARITY METRICS,Other,Other,1.0,Metal Textiles,0.0
097-275-631-231-641,SYSTEM AND METHOD FOR PICKING AND PLACING OBJECTS,Other,Other,1.0,Metal Textiles,0.0
013-155-475-019-636,SUBSEA TELESCOPING AND ROTATABLE SUB,Other,Other,0.98,Metal Textiles,0.005
136-934-699-271-323,POWER SUPPLY SYSTEM,Other,Other,1.0,Metal Textiles,0.0
130-430-290-769-401,KITS AND DEVICES,Other,Other,0.98,Metal Textiles,0.005
161-560-291-628-838,Fluoroelastomers,Other,Other,0.9,Synthetic Textiles,0.1
051-268-466-825-520,PUMPS FOR HOT AND CORROSIVE FLUIDS,Other,Other,1.0,Metal Textiles,0.0
057-661-169-803-885,4-2 Compressor,Other,Other,0.99,Mineral Textiles,0.004
093-593-650-998-176,HEALTH CARE SYSTEM AND OPERATING METHOD THEREOF,Other,Other,1.0,Metal Textiles,0.0
106-297-423-546-720,"BETA ZEOLITE, METHOD FOR PRODUCING SAME, AND CATALYST",Other,Other,0.98,Metal Textiles,0.005
162-220-942-939-337,CLAD 2XXX-SERIES AEROSPACE PRODUCT,Other,Other,0.96,Metal Textiles,0.01
194-215-392-597-735,Motorcycle tire,Other,Other,1.0,Metal Textiles,0.0
144-280-635-600-140,LAMPHOUSE,Other,Other,1.0,Metal Textiles,0.0
188-394-293-362-77X,Capacitor testing device and testing method thereof,Other,Other,1.0,Metal Textiles,0.0
143-083-427-562-515,PHARMACY EPISODES OF CARE,Other,Other,1.0,Metal Textiles,0.0
173-725-743-107-514,Fluoroelastomers,Other,Other,0.92,Synthetic Textiles,0.05
149-858-324-034-452,MULTI-CAMERA DEVICE AND METHODS FOR REMOVING SHADOWS FROM IMAGES,Other,Other,0.992,Metal Textiles,0.002
178-255-470-509-355,TOUCHLESS TESTING PLATFORM,Other,Other,1.0,Metal Textiles,0.0
180-272-712-540-803,Pharmacy Episodes of Care,Other,Other,1.0,Metal Textiles,0.0
157-123-967-162-266,AUTOMATIC DATA LAYERING,Other,Other,1.0,Metal Textiles,0.0
146-189-619-778-913,Image processing system comprising fixed cameras and a system simulating a mobile camera,Other,Other,0.98,Metal Textiles,0.005
190-932-716-088-096,THE METHOD AND APPARATUS FOR VIDEO-DERIVED AUDIO PROCESSING,Other,Other,1.0,Metal Textiles,0.0
019-368-868-215-213,"ACCESS DEVICE, COMPUTING DEVICE, METHOD, APPARATUS, AND COMPUTER-READABLE MEDIUM",Other,Other,0.992,Metal Textiles,0.002
061-620-509-440-093,MUTIPLICATIVE SCRAMBLER AND DESCRAMBLER OPERATING WORDWISE,Other,Other,1.0,Metal Textiles,0.0
114-664-011-151-986,SOLID SUPPORT MATERIAL,Other,Other,1.0,Metal Textiles,0.0
122-545-670-852-784,MHC CLASS II T-CELL MODULATORY POLYPEPTIDES AND METHODS OF USE THEREOF,Other,Other,0.99,Mineral Textiles,0.004
135-357-985-404-090,CARBOTHERMIC PROCESSES,Other,Other,1.0,Metal Textiles,0.0
125-057-969-140-980,A HIGH VOLTAGE SURGE ARRESTER,Other,Other,0.98,Metal Textiles,0.005
173-910-304-130-063,Light emitting device,Other,Other,0.975,Synthetic Textiles,0.01
129-467-293-640-949,CROWD ASSISTED QUERY SYSTEM,Other,Other,1.0,Metal Textiles,0.0
073-211-659-401-08X,Method and Processing System for Processing Probe Data and Probe,Other,Other,1.0,Metal Textiles,0.0
053-789-545-504-924,PELVIC MUSCLE EXERCISER,Other,Other,0.98,Metal Textiles,0.005
171-176-754-393-980,CROWD ASSISTED QUERY SYSTEM,Other,Other,1.0,Metal Textiles,0.0
042-713-759-747-657,POTABLE LAVATORY,Other,Other,1.0,Metal Textiles,0.0
018-139-596-844-108,AI-BASED VIRTUAL REALITY PLATFORM AND AN OPERATING METHOD THEREOF,Other,Other,1.0,Metal Textiles,0.0
078-181-083-510-108,PYROLYSIS TAR UPGRADING,Other,Other,1.0,Metal Textiles,0.0
074-037-445-570-633,Validating value carriers,Other,Other,0.992,Metal Textiles,0.002
141-352-731-488-946,"DEVICES, METHODS AND APPARATUSES FOR BEAM REPORTING",Other,Other,1.0,Metal Textiles,0.0
171-694-667-610-967,WHITE LEDs WITH TAILORABLE COLOR TEMPERATURE,Other,Other,1.0,Metal Textiles,0.0
197-720-846-503-200,Crowd assisted query system,Other,Other,0.992,Metal Textiles,0.002
179-054-600-849-864,AI WAGER ODDS ADJUSTER,Other,Other,0.99,Mineral Textiles,0.004
058-079-890-163-791,MHC CLASS II T-CELL MODULATORY POLYPEPTIDES AND METHODS OF USE THEREOF,Other,Other,1.0,Metal Textiles,0.0
151-134-562-253-595,OPTICAL FIBER CABLE,Other,Mineral Textiles,0.9,Synthetic Textiles,0.05
100-247-876-911-58X,ELECTRIC POWER STEERING DEVICE,Other,Other,1.0,Metal Textiles,0.0
012-546-627-821-559,MEMORY GATE STACK STRUCTURE,Other,Other,1.0,Metal Textiles,0.0
178-022-084-341-091,SURFACE MODIFIED LAYERED DOUBLE HYDROXIDE,Other,Other,0.6,Mineral Textiles,0.2
171-472-083-670-516,THICK FILM PASTE AND USE THEREOF,Other,Other,0.98,Metal Textiles,0.005
096-037-378-496-258,Method and apparatus for playing a word game,Other,Other,1.0,Metal Textiles,0.0
159-260-837-379-030,METHOD AND APPARATUS FOR DESCALING METAL STRIP,Other,Other,0.95,Metal Textiles,0.05
061-124-338-894-062,LIGHT-SWITCHABLE GELATOR,Other,Other,1.0,Metal Textiles,0.0
133-837-309-263-51X,MULTICOLOR HOLOGRAPHIC REPLICATION BY MASKING,Other,Other,1.0,Metal Textiles,0.0
083-587-791-026-668,GLASS ARTICLES AND METHODS FOR IMPROVING THE RELIABILITY OF GLASS ARTICLES,Other,Mineral Textiles,0.85,Other,0.1
112-230-648-972-73X,ZEOLITE CATALYSTS WITH PAIRED HETEROATOMS AND METHODS THEREOF,Other,Other,0.98,Metal Textiles,0.005
056-837-382-676-520,"LOUDSPEAKER SYSTEM, LOUDSPEAKER, AND LOUDSPEAKER BASE",Other,Other,1.0,Metal Textiles,0.0
158-458-193-488-983,"Loudspeaker system, loudspeaker, and loudspeaker base",Other,Other,1.0,Metal Textiles,0.0
117-320-044-497-318,SUPERCAPACITOR TO ELECTROCHEMICAL HYBRID SYSTEM WITH SMART SELF-DISCHARGE CAPABILITY,Other,Other,0.98,Metal Textiles,0.005
132-173-366-911-848,Alarm apparatus,Other,Other,1.0,Metal Textiles,0.0
180-195-728-750-964,SUPERCAPACITOR TO ELECTROCHEMICAL HYBRID SYSTEM WITH SMART SELF-DISCHARGE CAPABILITY,Other,Other,0.992,Metal Textiles,0.002
138-806-389-976-666,WIRELESS SYSTEM,Other,Other,1.0,Metal Textiles,0.0
186-458-695-242-874,TASK SCHEDULING METHOD AND AI CLOUD COMPUTING SYSTEM,Other,Other,1.0,Metal Textiles,0.0
023-821-635-307-43X,SYSTEM AND METHOD FOR COLLECTING AND OPTIMIZING MEDICAL DATA,Other,Other,0.996,Metal Textiles,0.001
073-144-447-564-816,Method for preparing cathode particles and cathode active materials having same,Other,Other,0.9996,Metal Textiles,0.0001
170-454-301-950-562,OPTICAL FIBER CABLE,Other,Mineral Textiles,0.88,Synthetic Textiles,0.07
148-843-541-367-263,HAIR DRYER,Other,Other,1.0,Metal Textiles,0.0
147-407-775-172-517,Pharmacy Episodes of Care,Other,Other,1.0,Metal Textiles,0.0
039-382-308-136-601,"Loudspeaker system, loudspeaker, and loudspeaker base",Other,Other,1.0,Metal Textiles,0.0
179-564-101-626-025,Process for producing amorphous alloy material.,Other,Other,0.95,Metal Textiles,0.02
045-024-004-800-128,FLUORIDE GLASSES,Other,Other,0.82,Mineral Textiles,0.15
170-755-374-494-317,FILTER APPARATUS AND METHODS,Other,Other,0.98,Metal Textiles,0.005
016-976-797-624-297,Photovoltaic device,Other,Other,1.0,Metal Textiles,0.0
043-879-973-200-384,DEVICE AND METHOD FOR ASSISTING IN THE CHOICE OF REROUTING AIRPORTS,Other,Other,1.0,Metal Textiles,0.0
064-279-720-933-195,PROCESS FOR PREPARING HIGH TEMPERATURE MATERIALS,Other,Other,0.85,Mineral Textiles,0.06
165-472-769-288-306,ACRYLIC BLOCK COPOLYMERS FOR AEROSOLS AND AEROSOL ADHESIVES,Other,Other,0.85,Synthetic Textiles,0.08
048-984-788-152-292,Pharmacy episodes of care,Other,Other,1.0,Metal Textiles,0.0
174-091-847-596-927,PACKAGING,Other,Other,0.975,Synthetic Textiles,0.01
055-267-114-277-031,PHOTOVOLTAIC DEVICE,Other,Other,1.0,Metal Textiles,0.0
002-088-103-226-056,IMPROVED FLAP FOR AN ASPHALT PAVER HOPPER,Other,Other,0.95,Metal Textiles,0.05
170-846-400-807-254,Display apparatus and operating method thereof,Other,Other,1.0,Metal Textiles,0.0
129-923-863-345-789,CALCIUM PHOSPHATE TYPE CRYSTALLIZABLE GLASS,Other,Other,0.95,Mineral Textiles,0.02
067-227-995-110-15X,RELAXASE MODULATORS AND METHODS OF USING SAME,Other,Other,1.0,Metal Textiles,0.0
119-692-909-583-398,THICK FILM PASTE AND USE THEREOF,Other,Other,1.0,Metal Textiles,0.0
188-287-088-995-478,ELECTRIC POWER STEERING DEVICE,Other,Other,1.0,Metal Textiles,0.0
154-588-994-622-169,"XR health platform, system and method",Other,Other,1.0,Metal Textiles,0.0
090-891-813-157-854,MEDICAL DEVICE FOR FIXING AND REDIRECTING A CATHETER TUBE,Other,Other,0.95,Mineral Textiles,0.02
150-961-832-732-389,MODIFYING TRAVEL ESTIMATES,Other,Other,1.0,Metal Textiles,0.0
041-738-175-828-319,"WEAR-OPTIMIZED TREAD FOR A HEAVY-VEHICULE TIRE, AND OPTIMIZATION METHOD",Other,Other,1.0,Metal Textiles,0.0
070-937-272-820-259,Device for mixing fluids,Other,Other,0.98,Metal Textiles,0.005
185-377-164-728-719,PROCESS FOR DEHUMIDIFYING MOIST GAS MIXTURES,Other,Other,1.0,Metal Textiles,0.0
172-026-239-218-97X,BRAZE ALLOY AND THE USE OF SAID BRAZE ALLOY,Other,Other,0.98,Metal Textiles,0.005
164-844-281-012-291,IMPROVED CERAMIC AND/OR GLASS MATERIALS AND RELATED METHODS,Other,Other,0.9,Synthetic Textiles,0.03
028-904-001-619-664,SYSTEMS AND METHODS FOR REDUCING FLICKER ARTIFACTS IN IMAGED LIGHT SOURCES,Other,Other,0.996,Metal Textiles,0.001
153-271-067-420-185,Fieldbus adapter and method of using fieldbus adapter,Other,Other,1.0,Metal Textiles,0.0
013-407-203-613-787,FIRE ALARM SYSTEM WITH VISUAL VERIFICATION,Other,Other,1.0,Metal Textiles,0.0
062-390-368-652-839,"Imaging display device, wearable device, and imaging display system",Other,Other,1.0,Metal Textiles,0.0
146-404-614-939-828,LIQUID CRYSTAL DYE MIXTURE,Other,Other,0.98,Metal Textiles,0.005
048-993-446-621-938,METHODS OF TREATING HYPERALGESIA,Other,Other,1.0,Metal Textiles,0.0
002-586-172-879-511,HAIR DRYER,Other,Other,0.98,Metal Textiles,0.005
090-488-834-701-986,Method to defrag a memory of an IC Card,Other,Other,1.0,Metal Textiles,0.0
160-760-593-283-281,CARBOTHERMIC PROCESSES,Other,Other,1.0,Metal Textiles,0.0
058-006-245-777-048,SYSTEMS AND METHODS FOR SORTING T CELLS BY ACTIVATION STATE,Other,Other,1.0,Metal Textiles,0.0
008-347-915-839-976,BRASS ALLOY,Other,Other,0.98,Metal Textiles,0.02
035-129-330-615-794,COMPRESSOR AND FREEZER,Other,Other,1.0,Metal Textiles,0.0
106-586-794-235-797,LOW-PRESSURE MERCURY VAPOUR DISCHARGE LAMP,Other,Other,1.0,Metal Textiles,0.0
102-906-122-471-919,METHODS AND SYSTEMS FOR UPDATING AN OBJECTIVE QUALITY SCORE OF A VIDEO FLOW AND FOR PROCESSING A VIDEO FLOW,Other,Other,1.0,Metal Textiles,0.0
193-536-245-666-834,Systems and methods for reducing flicker artifacts in imaged light sources,Other,Other,1.0,Metal Textiles,0.0
156-251-200-255-803,TOUCHLESS TESTING PLATFORM,Other,Other,1.0,Metal Textiles,0.0
169-036-301-256-928,Image forming apparatus,Other,Other,1.0,Metal Textiles,0.0
122-270-281-952-933,DEVICE AND METHOD WITH DATA PREPROCESSING,Other,Other,1.0,Metal Textiles,0.0
182-546-248-468-761,"METHOD OF FORMING CERAMIC MATERIALS AND CERAMIC PRODUCTS, AND CERAMIC MATERIALS AND CERAMIC PRODUCTS FORMED THEREBY",Other,Mineral Textiles,0.95,Other,0.02
031-063-019-426-005,Pharmacy episodes of care,Other,Other,1.0,Metal Textiles,0.0
133-377-602-881-945,SYSTEM AND METHOD FOR EVALUATING BOTTOM HOLE ASSEMBLIES,Other,Other,1.0,Metal Textiles,0.0
054-633-939-588-580,THREE-STEP PROCESS FOR MIMICKING PLASTIC SURGERY RESULTS,Other,Other,1.0,Metal Textiles,0.0
040-865-457-070-556,Apparatus and method for producing small gas bubbles in liquids,Other,Other,1.0,Metal Textiles,0.0
187-228-460-300-497,MULLITE-CORDIERITE COMPOSITE CERAMIC,Other,Other,0.85,Mineral Textiles,0.09
160-683-617-770-695,METHOD FOR USING AN ATOMIC FORCE MICROSCOPE,Other,Other,1.0,Metal Textiles,0.0
054-247-795-092-803,Hybrid Cool Roof,Other,Other,0.98,Metal Textiles,0.005
085-245-795-876-048,Multi-beam optical system,Other,Other,0.992,Metal Textiles,0.002
069-286-102-175-11X,Apparatus and method for processing audio,Other,Other,1.0,Metal Textiles,0.0
141-833-595-638-192,Process for dehumidifying moist gas mixtures,Other,Other,0.98,Metal Textiles,0.005
175-983-996-830-633,Multi-beam optical system,Other,Other,1.0,Metal Textiles,0.0
024-332-740-745-094,METHOD AND APPARATUS FOR RESTRICTING ACCESS OF DEVICES,Other,Other,1.0,Metal Textiles,0.0
046-905-039-144-454,METHOD AND APPARATUS FOR RESTRICTING ACCESS OF DEVICES,Other,Other,1.0,Metal Textiles,0.0
049-201-639-224-531,"DEVICE FOR PRODUCING BOOK COVERS, BOX LIDS OR GAME BOARDS",Other,Other,1.0,Metal Textiles,0.0
158-687-645-000-942,COLOR STABLE RED-EMITTING PHOSPHORS,Other,Other,0.99,Mineral Textiles,0.01
026-851-975-028-003,METHOD AND PRODUCT FOR PROCESSING OF VRDS 4D MEDICAL IMAGES,Other,Other,1.0,Metal Textiles,0.0
130-637-523-589-785,METHODS AND APPARATUS FOR UE REPORTING OF TIME VARYING ML CAPABILITY,Other,Other,1.0,Metal Textiles,0.0
067-541-835-824-730,Digital filter device,Other,Other,0.98,Metal Textiles,0.005
193-504-032-744-070,COMPRESSOR AND FREEZER,Other,Other,0.98,Metal Textiles,0.005
131-137-609-323-545,TOUCHLESS TESTING PLATFORM,Other,Other,1.0,Metal Textiles,0.0
184-103-913-503-812,METHOD AND DEVICE FOR CRYPTOGRAPHICALLY PROCESSING DATA,Other,Other,1.0,Metal Textiles,0.0
076-090-700-332-452,FERROELECTRIC CERAMIC MATERIAL,Other,Other,0.98,Mineral Textiles,0.02
085-142-075-640-211,CUSTOMIZED VISUALIZATION GRID,Other,Other,1.0,Metal Textiles,0.0
165-110-570-699-476,Method of compressing digital image data and device thereof,Other,Other,1.0,Metal Textiles,0.0
062-665-902-335-893,"XR health platform, system and method",Other,Other,0.992,Metal Textiles,0.002
137-521-040-595-152,OPTICAL SYSTEM,Other,Other,1.0,Metal Textiles,0.0
