LensID,Title,true_category,predicted_one,confidence_one,predicted_two,confidence_two
085-499-765-174-256,Preparation method of nano anion kapok fiber fabric and applications of nano anion kapok fiber fabric in home textile product,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
053-905-497-587-141,Textile fabric with flame-retardant and antibacterial functions,Natural Textiles,Other,0.9,Synthetic Textiles,0.05
111-623-222-730-654,Double -layer cashmere fabric,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.03
140-433-218-141-587,Mildew-proof and antibacterial textile fabric,Natural Textiles,Synthetic Textiles,0.6,Other,0.2
099-622-726-581-202,Skin-friendly antibacterial composite textile fabric and processing method thereof,Natural Textiles,Natural Textiles,0.7,Other,0.25
132-532-256-296-452,Preparation method of comfortable air-permeable fiber down,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
188-015-079-551-091,Antibacterial and anti-mite home textile fabric,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
001-320-658-617-787,Technology for producing clothing surface fabric with yak hair,Natural Textiles,Natural Textiles,0.99,Other,0.01
132-733-557-632-879,Rayon knitted fabric scouring and dyeing one bath process dyeing,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
159-155-231-450-176,Novel textile fabric,Natural Textiles,Other,0.6,Natural Textiles,0.2
189-808-966-240-923,Bamboo fiber textile fabric garment capable of rapidly calling traffic police,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.05
199-282-140-792-851,Far infrared banana fiber home textile fabric,Natural Textiles,Other,0.7,Natural Textiles,0.15
002-592-183-001-692,Yak fine hair (hair) pillow and preparation method thereof,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
008-326-366-987-913,Alkali-soluble cellulose acetate textile material and process for producing same,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
149-023-537-647-791,Woven textile fabric,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
006-137-267-131-866,Sisal processing method and sisal scraping device thereof,Natural Textiles,Natural Textiles,0.99,Other,0.01
010-394-749-640-040,"Blended yarn of milk protein fibres, natural bamboo fibres and cotton fibres",Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.05
040-271-415-778-144,Mark-resistant ramie textile fabric coated by aid of air knives,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
024-805-831-471-233,Stitchbonded inherently flame resistant fabrics,Natural Textiles,Other,0.6,Natural Textiles,0.2
020-939-199-042-942,Modal spandex knitted undershirt cloth,Natural Textiles,Synthetic Textiles,0.95,Other,0.03
085-574-206-270-337,Rabbit hair-camel hair fabric and its productive technology,Natural Textiles,Natural Textiles,0.99,Other,0.01
091-660-731-370-991,Special textile fabric drying equipment with adjusting function,Natural Textiles,Other,0.9,Natural Textiles,0.1
124-525-381-191-89X,"Mat for the cultivation of vegetation, at embankments or sound barrier walls, has a layered structure containing the seeds and growth substrate between layers of plastics nets/grids and geo-textile for ground protection",Natural Textiles,Other,0.6,Natural Textiles,0.2
125-625-256-143-340,Ten-hole dehaired angora winter quilt,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.2
037-555-967-373-600,Simpler faster manufacture of mouldings with pleasing fabric surfaces,Natural Textiles,Other,0.7,Synthetic Textiles,0.25
142-045-578-088-124,Cashmere fibre and Aupudimu fibre blended fabric,Natural Textiles,Natural Textiles,0.99,Other,0.01
122-420-889-384-250,Textile material and preparation method thereof,Natural Textiles,Natural Textiles,0.94,Synthetic Textiles,0.04
136-671-355-863-470,Prepn of grafted antibacterial sisal fiber,Natural Textiles,Natural Textiles,0.92,Synthetic Textiles,0.05
137-795-257-868-519,Bamboo charcoal fiber home textile fabric,Natural Textiles,Other,0.7,Natural Textiles,0.15
178-051-160-547-87X,Bamboo fiber textile antifouling work clothes,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.2
139-884-635-023-933,Kapok fiber processing technology,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
184-212-740-139-874,Sweat-absorbent bamboo fiber textile fabric,Natural Textiles,Natural Textiles,0.8,Synthetic Textiles,0.15
199-854-975-466-57X,Production process of anti-wrinkle textile fabric,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
176-324-454-892-140,Method for manufacturing natural antibacterial warming knitted fabric with kapok bamboo charcoal,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.2
186-354-870-787-278,Clothes comprising carded wool inside as an insulation layer,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
193-707-731-110-421,Hemostatic Textile,Natural Textiles,Mineral Textiles,0.85,Natural Textiles,0.05
005-750-431-490-043,Anti-pilling real silk textile fabric,Natural Textiles,Natural Textiles,0.95,Metal Textiles,0.03
007-765-346-339-327,Super cold -proof anti balling -up rabbit hair cotton fiber ties up mixed yarn,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
008-606-008-510-871,Soybean protein fiber textile,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.08
011-445-729-932-576,WOOL TEXTILE STRUCTURE,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
011-936-818-440-246,Washing-resisting bamboo fiber textile product and preparation method thereof,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.08
042-897-454-963-569,Bamboo fiber textile fabric electric arc protective clothing,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
031-416-518-929-134,Improvements in or relating to the shrinkproofing of animal fibres,Natural Textiles,Natural Textiles,0.99,Other,0.01
037-951-690-513-248,High-elastic crease-resistant suede fabric,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
076-422-356-743-735,"Insulating material for building components, consists of lambs wool or at least 10wt% lambs wool, as well as other fibres",Natural Textiles,Natural Textiles,0.9,Mineral Textiles,0.08
084-574-828-817-273,Finishing technology for aromatic anti-bacteria cotton textile,Natural Textiles,Natural Textiles,0.99,Other,0.01
127-544-808-567-167,Blended fibres - esp for sacks etc,Natural Textiles,Other,0.85,Natural Textiles,0.06
126-625-781-816-853,Cotton textile fabric,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.14
105-019-277-478-937,Ramie cotton shoe,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.1
073-478-884-136-326,FLOOR STRUCTURES AND CONSTRUCTION METHOD USING HEMP AND OCHER,Natural Textiles,Other,0.65,Natural Textiles,0.25
120-972-697-217-784,Bamboo charcoal-cashmere blended yarn,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
081-712-063-822-68X,"SPUN-DYED MODAL FIBRES, USE THEREOF AND PROCESS FOR PRODUCTION THEREOF",Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.1
137-231-935-861-313,Tencel textile fabric,Natural Textiles,Other,0.9,Natural Textiles,0.05
001-779-799-252-485,Bamboo carbon fiber-cotton blended yarn-dyed home textile fabric,Natural Textiles,Natural Textiles,0.7,Synthetic Textiles,0.25
152-188-174-220-142,Method of and apparatus for the treatment of textile fibres,Natural Textiles,Synthetic Textiles,0.95,Other,0.03
184-529-101-191-049,PROCESS FOR PRODUCTION OF ENVIRONMENT FRIENDLY FABRIC AND/OR TEXTILE PRODUCTS,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
185-036-088-276-70X,Method for cleanly and efficiently preparing cotton pulp from waste cotton textiles,Natural Textiles,Natural Textiles,0.99,Other,0.01
018-671-235-445-188,"Dusters and the like Made of Vegetable Fibres, especially of Raffia.",Natural Textiles,Natural Textiles,0.99,Other,0.01
010-813-440-427-405,Shrink-proof treatment method for cashmere fibres,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
011-395-784-379-301,Waterproof antistatic imitative cashmere circle loop yarn,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.02
006-129-029-448-366,VERFAHREN ZUR HERSTELLUNG VON PLATTEN ODER FORMTEILEN.,Natural Textiles,Other,0.95,Natural Textiles,0.02
169-367-836-155-791,Textile fabric with good wear resistance,Natural Textiles,Other,0.8,Natural Textiles,0.1
013-139-954-149-040,Sanitary towel of no collodion silk fibre preparation based on silk,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
030-578-763-477-608,Use of bamboo pulp synthesized acetyl cellulose in producing acetate silk for textile,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
138-050-847-959-12X,PRINTING OF TEXTILE PRODUCT CONTAINING ACETATE AND CELLULOSE,Natural Textiles,Synthetic Textiles,0.7,Natural Textiles,0.2
071-565-989-858-424,Flameproofing wool textiles,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
097-090-437-235-453,Textile products incorporating banana or raffia fiber and methods of fabricating the same,Natural Textiles,Natural Textiles,0.99,Other,0.01
112-259-185-287-208,Fragrant bamboo fiber textile fabric with warmth-keeping effect,Natural Textiles,Natural Textiles,0.95,Other,0.03
070-971-876-492-857,Rabbit hair knitted fabric,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.003
105-783-162-452-597,Novel antibacterial bamboo charcoal fiber textile fabric and production process thereof,Natural Textiles,Natural Textiles,0.65,Synthetic Textiles,0.3
127-562-685-470-347,Processing method for producing ultraviolet-proof breathable textile material by utilizing regenerated cotton,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.03
117-379-459-018-08X,Bamboo fiber textile fabric garment capable of isolating bromhidrosis,Natural Textiles,Natural Textiles,0.97,Synthetic Textiles,0.02
112-445-474-850-019,Production process of nano titanium jute fiber anti-electromagnetic textile yarns,Natural Textiles,Natural Textiles,0.75,Metal Textiles,0.2
169-264-005-626-845,Nano antibacterial textile fabric and preparation method thereof,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
192-784-210-050-120,Fabric woven by rayon vortex spinning machine and preparation method thereof,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
024-144-695-229-120,Combined degumming technological method for jute or kenaf,Natural Textiles,Natural Textiles,0.99,Other,0.01
175-587-754-749-491,Warm keeping and skin caring type textile fabric,Natural Textiles,Other,0.8,Natural Textiles,0.1
006-542-750-494-965,Improvements in the colouration of cellulose acetate textile yarns and fabrics,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.03
004-935-534-975-013,Preparation method of rabbit manure forage,Natural Textiles,Other,1.0,Metal Textiles,0.0
053-213-941-530-487,Antibacterial bamboo-cotton product,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
000-225-683-838-31X,Antifungal anti-mite textile material and preparation method thereof,Natural Textiles,Other,0.7,Natural Textiles,0.15
068-402-002-446-241,MANUFACTURING METHOD OF TEXTILE MIXED WITH COIR,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
063-270-405-389-946,Rayon rayon jacquard fabric,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
037-280-372-234-089,Outdoor sweater,Natural Textiles,Other,0.8,Natural Textiles,0.15
089-664-544-150-05X,A method of making cellulose acetate fibre,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
111-858-331-039-463,Preparation process of soft antistatic textile fabric,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
084-491-326-186-025,PRODUCTION OF MODIFIED ACETATE TEXTILE FABRIC,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.05
087-618-236-224-862,Add and play chemical fibre silk,Natural Textiles,Synthetic Textiles,0.75,Natural Textiles,0.2
073-617-525-546-339,Novel antibacterial anti-mite wool textile and manufacturing method thereof,Natural Textiles,Natural Textiles,0.95,Metal Textiles,0.04
080-301-693-727-959,Antibiotic ventilative underwear,Natural Textiles,Metal Textiles,0.65,Natural Textiles,0.2
070-990-175-588-77X,A METHOD OF PRODUCING FIBRE REINFORCED POLYMER BIOCOMPOSITE,Natural Textiles,Natural Textiles,0.6,Synthetic Textiles,0.35
138-964-246-984-590,REINFORCED BIODEGRADABLE POLYMER,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
108-992-113-434-392,Textile fibre separation by gravity and electrostatic forces,Natural Textiles,Natural Textiles,0.95,Other,0.04
046-614-063-566-083,Antibiotic health care quilt top facing of cotton -flax silk material,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.02
182-920-076-922-733,Process for modifying the characteristics of structures containing keratin fibres and product thereof,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
171-837-298-605-075,Improvements in the preparation of sisal fibre,Natural Textiles,Natural Textiles,0.99,Other,0.01
115-770-146-409-863,Nano antibacterial cotton composite textile fabric,Natural Textiles,Synthetic Textiles,0.7,Natural Textiles,0.15
021-463-463-194-458,Uvioresistant wool textile prepared from inorganic sulfur-bearing reducer,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.02
028-876-341-875-538,Ultraviolet-proof cold-resistant fabric,Natural Textiles,Metal Textiles,0.7,Natural Textiles,0.25
129-985-380-082-471,Natural fibre laminate,Natural Textiles,Natural Textiles,0.85,Other,0.1
061-788-768-530-076,Bamboo fiber textile fabric body armor,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
087-077-706-231-620,Moisture-absorption oil-resistant textile fabric,Natural Textiles,Other,0.7,Natural Textiles,0.15
152-435-618-125-361,METHOD FOR MANUFACTURING BEADS CONTAINING EXOGENOUS SOY PROTEIN,Natural Textiles,Other,0.99,Natural Textiles,0.01
099-088-239-382-401,APPLICATION OF WASH-RESISTANT REPELLENT FOR BLOODSUCKING VERMIN TO TEXTILE PRODUCT,Natural Textiles,Other,0.9,Synthetic Textiles,0.06
081-729-324-304-305,Special antibacterial child textile,Natural Textiles,Other,0.8,Natural Textiles,0.1
124-547-477-415-832,PRODUCTION OF TUSSAH SILK FIBRE,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
124-108-542-746-247,TEXTILE ELEMENT,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
182-471-829-584-919,A TEXTILE AND A METHOD OF MAKING IT,Natural Textiles,Natural Textiles,0.99,Other,0.01
101-881-599-388-544,"Foam, stuffing, mixed-fibre fleece or woven fabric made from vegetable protein starting material, e.g. soya protein fibres, with added kapok fibres, used e.g. in bedding, furniture, clothing, insulation and coverings",Natural Textiles,Synthetic Textiles,0.8,Natural Textiles,0.15
184-361-810-190-405,"Improvements in the Treatment of Jute Bast, China Grass, Rhea, and like Plants for use in Textile Industries.",Natural Textiles,Natural Textiles,0.99,Other,0.01
198-741-881-983-747,Process for producing nano titanium kapok fiber anti-electromagnetic textile yarn,Natural Textiles,Metal Textiles,0.6,Natural Textiles,0.35
001-538-393-781-953,FIBRILLATION OF NATURAL FIBRES,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
005-486-538-727-442,Improvements in and relating to the treatment of fibres or fibrous materials containing keratin,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
003-701-019-551-373,Modal fiber double-layer elastic sports towel and fabrication method thereof,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
016-716-398-182-486,Fire resistant foams,Natural Textiles,Other,0.9,Synthetic Textiles,0.04
014-734-952-740-497,Tree shelter,Natural Textiles,Natural Textiles,0.96,Metal Textiles,0.01
027-132-306-928-317,Procedure for forming embroidery on elastic textiles involves application of textile surface of preparation of melted cellulose acetate dissolved in propanone,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.02
057-431-543-632-227,Wet-spun yarn of refined jute-keraf fibres and its processing method,Natural Textiles,Natural Textiles,0.99,Other,0.004
054-842-478-064-32X,Ultraviolet-proof textile and preparation process thereof,Natural Textiles,Other,0.7,Natural Textiles,0.1
014-458-617-571-034,Dyeing and finishing method for long staple cotton and Lyocell bamboo fiber blended high count yarn-dyed shirt fabric,Natural Textiles,Other,0.8,Natural Textiles,0.1
082-686-928-358-194,Supportive insert,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.08
058-113-368-416-692,Hemostatic textile,Natural Textiles,Mineral Textiles,0.85,Natural Textiles,0.05
060-832-386-883-713,PRODUCTION OF TEXTILE PRODUCT HAVING EXCELLENT SETTABILITY,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
077-072-681-785-153,Antibacterial comfortable high-elasticity textile material,Natural Textiles,Other,0.6,Synthetic Textiles,0.2
061-153-899-125-522,Modal fiber pure or blended yarn,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.08
066-124-244-752-276,Preparation method of sisal fibre-resin base composite material,Natural Textiles,Natural Textiles,0.97,Synthetic Textiles,0.02
112-020-214-459-132,"Antibacterial, deodorant and mildew-proof cotton textile fabric",Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
127-317-360-471-051,Bamboo textile fabric folding honeycomb core and molding process thereof,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
126-661-476-022-131,"MARKED CELLULOSE ACETATE FIBRES, MANUFACTURING METHODS AND PRODUCTS COMPRISING SUCH FIBRES",Natural Textiles,Synthetic Textiles,0.98,Natural Textiles,0.01
160-036-026-374-85X,Textile fabric with good anti-pollution effect,Natural Textiles,Other,0.6,Natural Textiles,0.15
163-652-348-363-027,High-temperature-resistant fiber fleece fabric,Natural Textiles,Mineral Textiles,0.8,Synthetic Textiles,0.1
146-493-967-576-37X,"Polyamide fibre fibre, cotton fiber peacekeeping modal fibre mischgewebe",Natural Textiles,Synthetic Textiles,0.8,Natural Textiles,0.15
185-800-512-035-624,High -speed elevator wire rope uses sisal hemp core,Natural Textiles,Natural Textiles,0.75,Metal Textiles,0.2
162-390-648-129-052,Hybrid textile for reinforcing composites,Natural Textiles,Other,0.8,Mineral Textiles,0.11
014-787-195-083-694,"A SYNTHETIC TEXTILE SUPPORT FOR BITUMINOUS SHEATHS, PARTICULARLY FOR COATING ROOFS",Synthetic Textiles,Synthetic Textiles,0.99,Mineral Textiles,0.01
003-115-770-870-416,Ultrasound thermal bonding high-density polyethylene composite fiber bundle for wiping and producing method thereof,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
002-101-457-707-272,High-performance polyethylene multifilament yarn,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
003-512-511-774-306,MULTI-PLY KNIT FABRIC,Synthetic Textiles,Synthetic Textiles,0.99,Mineral Textiles,0.01
036-696-163-593-125,"Method and apparatus for drafting and condensing a roving, particularly in a ring spinning frame",Synthetic Textiles,Other,0.6,Natural Textiles,0.15
005-713-062-092-177,BRUSHED CIRCULAR KNITTED FABRIC,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.004
006-686-772-634-810,"FIBER FOR TIRE, RUBBER/FIBER COMPLEX, AND TIRE",Synthetic Textiles,Synthetic Textiles,0.7,Metal Textiles,0.2
003-309-941-114-400,Pneumatic tire,Synthetic Textiles,Other,0.8,Metal Textiles,0.1
002-882-355-351-708,AIRBAG BASE FABRIC AND PRODUCTION METHOD THEREFOR,Synthetic Textiles,Synthetic Textiles,0.98,Natural Textiles,0.01
025-984-212-106-010,METHOD OF MANUFACTURING AN INTEGRAL PROFILE MONOLITHIC WING STRUCTURE,Synthetic Textiles,Other,0.85,Synthetic Textiles,0.15
091-926-182-172-065,"Light, thin, wear-resistant and high-strength home textile fabric",Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
068-669-044-601-716,EASY-PRINT PACKAGING SHEET AND MANUFACTURING METHOD THEREFOR,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
058-923-496-259-032,Method of manufacturing a reinforcing thread,Synthetic Textiles,Synthetic Textiles,0.95,Natural Textiles,0.02
143-395-461-858-304,Lightweight fabrics containing carbon-containing aramid fiber blend including modacrylic fiber,Synthetic Textiles,Synthetic Textiles,0.99,Mineral Textiles,0.01
046-163-437-946-057,"Breathable, heat-reflecting textile articles",Synthetic Textiles,Metal Textiles,0.7,Synthetic Textiles,0.25
055-405-767-989-071,TEXTILE ELEMENTARY MONOFILAMENT CONSISTING OF A POLYESTER,Synthetic Textiles,Synthetic Textiles,0.99,Metal Textiles,0.0025
109-319-621-483-349,Fire-proof flannelet fabric for full-vitality textile,Synthetic Textiles,Synthetic Textiles,0.95,Mineral Textiles,0.02
098-177-932-873-661,POLYESTER FIBER AND TEXTILE PRODUCT COMPRISING THE SAME,Synthetic Textiles,Synthetic Textiles,0.99,Mineral Textiles,0.01
148-607-545-957-397,Coated textile sleeve and method of construction thereof,Synthetic Textiles,Other,0.75,Synthetic Textiles,0.15
172-243-711-620-147,Safety barrier including a method for erecting the same,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
154-158-918-484-796,"THERMOPLASTIC MODACRYLIC RESIN COMPOSITION, METHOD FOR MANUFACTURING SAME, MOLDED ARTICLE OF SAME, AND ACRYLIC FIBERS AND METHOD FOR MANUFACTURING SAME",Synthetic Textiles,Synthetic Textiles,0.99,Other,0.004
175-563-452-693-852,"PROTECTIVE GLOVE FOR ELECTRIC WELDING, AND MANUFACTURING METHOD THEREFOR",Synthetic Textiles,Synthetic Textiles,0.99,Mineral Textiles,0.01
114-205-798-534-960,Fire-resistant textile,Synthetic Textiles,Synthetic Textiles,0.99,Mineral Textiles,0.01
185-369-352-147-671,FIRE-RESISTANT CABLED YARN AND TEXTILE,Synthetic Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
020-346-334-782-553,Fabric-based items with stretchable bands,Synthetic Textiles,Other,0.7,Synthetic Textiles,0.25
010-892-773-129-818,Process for producing nerves-soothing textile fabric,Synthetic Textiles,Natural Textiles,0.6,Synthetic Textiles,0.35
040-170-319-881-552,"Polyester, Process for Producing Polyester, and Polyester Molded Article",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
096-776-537-948-557,"FLAMEPROOF POLYPHENYLENE ETHER FORMED BODY, FLAMEPROOF POLYPHENYLENE ETHER FIBER FORMED BODY, CARBON FORMED BODY, ACTIVATED CARBON FORMED BODY, AND METHOD FOR MANUFACTURING SAME",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.01
056-618-073-436-603,A POLYESTER TEXTILE,Synthetic Textiles,Synthetic Textiles,0.99,Mineral Textiles,0.005
164-126-758-249-266,"Acrylic polymer, plastisol, and textile ink",Synthetic Textiles,Synthetic Textiles,0.95,Other,0.03
148-515-330-047-283,High-elasticity textile yarn and production method thereof,Synthetic Textiles,Synthetic Textiles,0.6,Natural Textiles,0.4
051-797-890-397-143,"Modacrylic, lyocell and nylon blended flame-retardant fabric",Synthetic Textiles,Synthetic Textiles,0.98,Natural Textiles,0.01
086-805-330-236-461,Weather proof insulating textile fabric composite,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
052-096-990-465-70X,Filter screen,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
043-929-979-482-362,"Core wire for drive belt, drive belt, and method for manufacturing core wire and drive belt",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.01
103-337-236-417-661,Buoyant Water Purification Pad,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.005
085-947-994-834-824,FLAME RETARDANT FOR POLYESTER TEXTILE MATERIALS,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.005
080-355-619-527-872,Antistatic natural and synthetic textile materials which have been treated with salts of orthophosphoric or polyphosphoric acid,Synthetic Textiles,Other,0.85,Natural Textiles,0.06
111-676-498-453-765,PRODUCING METHOD OF HIGH WATER-RESISTANT POLYURETHANE COATING RESIN RECYCLED A SPANDEX AND COATING TEXTILE ADAPTED THE SAME,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
108-318-923-498-756,ACRYLIC FIBER,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
103-364-905-302-022,Quantitative determination method for fiber content of viloft fiber and acrylic fiber or spandex blended textiles,Synthetic Textiles,Other,0.75,Synthetic Textiles,0.2
154-248-672-367-678,Polyamide and polyester textiles shrinking - and bulking,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.004
105-814-341-800-867,Heat-insulation composite textile fabric and preparation method thereof,Synthetic Textiles,Mineral Textiles,0.9,Synthetic Textiles,0.07
092-974-533-958-792,NOVEL ANTIBACTERIAL BREATHABLE FABRIC AND PREPARATION METHOD THEREOF,Synthetic Textiles,Synthetic Textiles,0.95,Natural Textiles,0.02
038-543-661-608-428,FLEXIBLE BRAIDED GARDEN HOSE,Synthetic Textiles,Synthetic Textiles,0.96,Metal Textiles,0.01
031-961-801-289-391,Elastic textile fireproof fabric,Synthetic Textiles,Synthetic Textiles,0.65,Natural Textiles,0.3
057-680-507-021-928,Polyester/acrylic textile product,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
094-251-938-433-605,Flame-resistant and high visibility fabric and apparel formed therefrom,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.01
065-700-765-987-149,FLAME RESISTANT SPUN STAPLE YARNS MADE FROM BLENDS OF FIBERS DERIVED FROM DIAMINO DIPHENYL SULFONE AND MODACRYLIC FIBERS AND FABRICS AND GARMENTS MADE THEREFROM AND METHODS FOR MAKING SAME,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
058-728-530-134-599,Textile fabric,Synthetic Textiles,Mineral Textiles,0.7,Synthetic Textiles,0.2
093-082-987-835-765,Acrylic acid textile size and preparation method thereof,Synthetic Textiles,Synthetic Textiles,0.96,Metal Textiles,0.01
118-842-305-656-036,AIRBAG PATCH CLOTH,Synthetic Textiles,Synthetic Textiles,0.95,Mineral Textiles,0.03
005-006-632-337-226,Breathable polyester textile knapsack,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
010-483-114-436-665,"TEXTILE PRODUCT, METHOD FOR PRODUCING SAID TEXTILE PRODUCT AND USES OF SAID TEXTILE PRODUCT",Synthetic Textiles,Other,0.8,Metal Textiles,0.05
181-679-370-712-994,FLAME-RETARDANT FABRIC AND WORK CLOTHING USING THE SAME,Synthetic Textiles,Synthetic Textiles,0.95,Natural Textiles,0.05
069-445-493-158-389,Acrylic-covered spandex yarn,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
055-094-919-841-004,Flame-retardant polyester fiber composite textile,Synthetic Textiles,Synthetic Textiles,0.85,Metal Textiles,0.1
091-426-604-313-390,BULKED POLYESTER TEXTILES YARNS,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
078-038-346-334-643,"METHOD OF TREATING TEXTILE PRODUCT CONTAINING HIGHLY CROSSLINKED ACRYLIC POLYMER FIBER BEFORE DYEING, METHOD OF DYEING THE TEXTILE PRODUCT, TEXTILE PRODUCT TREATED BEFORE DYEING, AND TEXTILE PRODUCT",Synthetic Textiles,Synthetic Textiles,0.99,Natural Textiles,0.004
120-138-495-186-479,POLYESTER TEXTILE FABRIC,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
003-071-678-520-374,ANTIMICROBIAL TEXTILE PRODUCT,Synthetic Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
051-028-826-018-544,Modacrylic textile and production method thereof,Synthetic Textiles,Synthetic Textiles,1.0,Metal Textiles,0.0
152-570-703-953-665,Antistatic flame-retardant suede as well as preparation method and application thereof,Synthetic Textiles,Synthetic Textiles,0.99,Mineral Textiles,0.01
189-764-147-874-939,Acrylic and wool fabric,Synthetic Textiles,Other,0.8,Natural Textiles,0.1
023-944-577-245-903,Method for dyeing modacrylic/cellulosic blend fabrics,Synthetic Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
054-545-363-106-947,Aerospace protective clothing fabric and processing technique thereof,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
051-918-867-245-019,Textile Fabric for Martial Arts Clothing,Synthetic Textiles,Synthetic Textiles,0.85,Natural Textiles,0.12
