Lens ID,Combined,Keyphrases,Classifications,Category
070-075-144-627-538,"Method for improving adhesive property of ramie fibre-thermoplastic resin interface The invention claims a method for improving the adhesive property of a ramie fibre-thermoplastic resin interface, which comprises the following steps of: soaking ramie fibres into ethanol for pretreatment, then drying the soaked fibres, and performing surface treatment on the ramie fibres by a normal-temperature normal-pressure plasma method. The method is capable of effectively improving the adhesive property of the ramie fibre-thermoplastic resin interface.",,;;B29B15/08,naturalTextiles
098-816-609-976-685,"PROCESS FOR MAKING FIBRES FROM ANIMAL HAIR A process for making hair fibre from Angora rabbit hair, comprising the steps of treating the Angora rabbit hair in a diluted acid solution containing hydrogen peroxide for bleaching and sterilizing, washing the Angora rabbit hair in water and dehydrating it, treating the Angora rabbit hair in weak alkaline solution for neutralizing and providing crimps or curls in the hair fibre, washing the hair fibre with water, and drying the hair fibre after dehydrating.",,D01C3/00;;D01C3/00;;D01C3/00,naturalTextiles
111-894-151-520-557,"Fibrillation of natural fibres A textile fabric of fibrillated keratinous fibres characterised by the presence of fibrils, micro-fibrils and proto-fibrils; and a method of treating natural fibres which comprises: a pre-treatment to remove surface lipid materials or scales; a treatment to remove or partially remove intercellular cement; and the application of mechanical agitation to complete fibrillation.",,D06C29/00;;D06L1/12;;D06L1/16;;D06L1/20;;D06L4/40;;D06M10/025;;D06M11/30;;D06M11/50;;D06M11/84;;D06M13/364;;D06M13/52;;D06M16/003;;D06C29/00;;D06L1/12;;D06L1/16;;D06L1/20;;D06L4/40;;D06M10/025;;D06M11/30;;D06M11/50;;D06M11/84;;D06M13/364;;D06M13/52;;D06M16/003;;D06C29/00;;D06L1/12;;D06L1/16;;D06L1/20;;D06L4/40;;D06M10/02;;D06M11/00;;D06M11/30;;D06M11/50;;D06M11/54;;D06M11/84;;D06M13/364;;D06M13/52;;D06M16/00;;D06M101/12,naturalTextiles
124-613-818-458-500,"Antibacterial home textile fabric The utility model discloses an antibacterial home textile fabric. The antibacterial home textile fabric comprises a skin-friendly layer and an antibacterial layer, wherein the skin-friendly layer andthe antibacterial layer are sequentially stacked from inside to outside; the skin-friendly layer is a plain weave structure fabric formed by weaving natural fiber yarns; the antibacterial layer is a composite weave structure fabric formed by combining variable weft plain stitches and tucks; according to the method, flax fiber yarns and antibacterial yarns are used for respectively weaving variableweft plain stitch weaves to form two independent single-layer fabrics, and tucking loops are used for connecting the two independent single-layer fabrics to form a double-layer fabric with the flax fiber yarns positioned on the inner side surface; the antibacterial yarns are formed by plating silver layers on the surfaces of the spandex fibers; the silver layer is a silver film layer with the thickness ranging from 0.15 micrometer to 0.5 micrometer. The home textile fabric is simple and reasonable in structure, good in breathability and moisture absorption, capable of keeping the interior ofthe home textile fabric breathable and dry and avoiding bacterium breeding, high in antibacterial performance, lasting in aging, safe and natural.",,;;B32B9/02;;B32B5/02;;B32B5/26;;B32B9/04;;B32B27/02;;B32B27/40;;B32B33/00,naturalTextiles
117-058-085-868-620,"Warm-keeping knitted fabric The utility model relates to the field of textile fabrics. The utility model relates to a fabric, in particular to a warm-keeping knitted fabric. The fabric comprises a surface cloth layer, a hollow fiber layer and a kapok fiber bottom layer, the surface cloth layer at least comprises one piece of dacron and one piece of spandex; wherein the hollow fiber layer at least comprises a bamboo charcoalfiber and a spandex, the kapok fiber bottom layer at least comprises a kapok fiber, the surface cloth layer, the hollow fiber layer and the kapok fiber bottom layer are formed in a weft knitting mode,and a fluff surface is arranged on the lower surface of the kapok fiber bottom layer in a raising mode. The technical problems that an existing fabric is poor in warm-keeping effect and large in thickness and cannot be used as an underwear fabric are solved.",,;;D04B1/14;;A41B17/00;;B32B3/30;;B32B9/00;;B32B9/02;;B32B9/04;;B32B27/02;;B32B27/12;;B32B27/40;;B32B33/00;;D04B1/16;;D04B1/18;;D06C11/00,naturalTextiles
141-891-346-856-311,"Cellulose acetate grafted polyacrylonitrile fiber applied home textile fabric The invention discloses a cellulose acetate grafted polyacrylonitrile fiber applied home textile fabric. The fabric is characterized in that modified acrylic fiber and cellulose acetate fiber blendedyarns are subjected to warp-weft weaving to form the home textile fabric. A process includes steps: (1) modified acrylic fiber and cellulose acetate fiber spinning; (2) yarn spinning; (3) weaving; (4)dyeing and finishing. In the step (1) of modified acrylic fiber and cellulose acetate fiber spinning, cellulose acetate grafted polyacrylonitrile fiber spinning solution is prepared through polymerization reaction, wherein in polymerization reaction, methyl acrylate and sodium methallyl sulfonate serve as second and third monomers respectively while acrylic fibers serves as a grafting modification raw material, the polymerization reaction temperature is 65-75 DEG C, sodium hydrosulfide solution serves as a solvent, consumption of an initiator is 2% of that of the monomers, after reaction for4 hours, cellulose acetate is added to prepare cellulose acetate-polyacrylonitrile composite fiber spinning solution, consumption of cellulose acetate is 20% of that of the monomers, the reaction timeis 1.5-2 hours, and the spinning solution is obtained finally.",,D01F8/02;;D01F8/08;;D03D15/47;;D06M15/15;;D06M2101/28;;D10B2201/28;;D10B2321/10;;D03D15/00;;D01F8/02;;D01F8/08;;D06M15/15;;D06M101/28,naturalTextiles
133-639-733-916-447,"TEXTILE PRODUCT CONTAINING BAMBOO FIBER <P>PROBLEM TO BE SOLVED: To provide a textile product containing bamboo fiber, having soft feeling and not only hardly causing irritating feeling on the skin but also excellent in hygroscopic property. <P>SOLUTION: The textile product containing bamboo fiber is obtained by using spun yarns including natural bamboo fiber and processed by cellulase treatment. Especially, the product treated by rubbing treatment is preferable. The bamboo fiber-containing textile product has soft feeling, hardly causes irritating feeling in touching to the skin and is excellent in hygroscopic property. Thereby, the product is suitably usable for a women's wear, inner use and the like. <P>COPYRIGHT: (C)2008,JPO&INPIT",,;;D06M16/00,naturalTextiles
150-644-888-451-624,"Improvements relating to resilient cushioning materials 561,248. Compound sheet' materials. SWAINE, A. E., and FIRTH & SONS, Ltd., T. F. Nov. 6, 1942, No. 1.5709. [Class 140]. Resilient cushioning material suitable for filling cushions, seats, and other articles of furniture comprises a number of uncut double plush cloths a, b, c'superimposed and interconnected by thread, cord or like ties d at spaced intervals. An adhesive containing rubber, rubber latex, cellulose acetate, or a resin may be applied to the ties, and, if desired, also to the parts of the fabric immediately surrounding the ties to prevent chafing of the fabric. Each individual double plush cloth may comprise a pile of mohair, worsted, alpaca, camel hair, or other natural or artificial resilient fibre woven into and between two foundation fabrics of cotton warps and wefts. Intermediate layers of other textile material may be incorporated.",,B68G11/03;;A47C31/026;;D03D27/00;;A47C31/02;;B68G11/03;;D03D27/00,naturalTextiles
150-830-312-439-023,"Cotton textile tensile test equipment The utility model relates to the technical field of cotton textile tensile test, and particularly provides cotton textile tensile test equipment which comprises a base, a bidirectional screw rod which penetrates through a U-shaped block is rotatably connected to the inner side of a connecting groove, and connecting blocks which are in sliding connection with the connecting groove are symmetrically screwed to the outer side of the bidirectional screw rod. And clamping blocks are fixedly mounted on the opposite surfaces of the two connecting blocks which correspond to each other up and down. According to the utility model, the operation block is rotated to drive the bidirectional screw rod connected with the operation block to rotate, so that the two connecting blocks on the outer side drive the clamping blocks to move towards opposite directions, and therefore, a cotton textile is fixed at the central positions of the first clamping mechanism and the second clamping mechanism, and the stress direction of a tensile test cannot be decomposed; the technical problems that in the prior art, when a cotton textile tensile test device is actually used, the cotton textile is fixed to a clamp in an adjusting mode, the position of the clamp deviates to one side, stress of the tensile test cotton textile is decomposed, and precision is affected are solved.",,;;G01N3/04;;G01N3/08,naturalTextiles
144-134-887-707-483,"Recycling method of waste cotton textiles The invention belongs to the technical field of recycling of textiles and particularly relates to a recycling method of waste cotton textiles. The provided recycling method of the waste cotton textiles comprises the following steps: (1) processing the waste cotton textiles at the front end; (2) chemically dissolving the waste cotton textiles; and (3) preparing a cellulose base flocculant; meanwhile, the prepared flocculant is widely applied to the technical fields like sewage treatment, has the prominent advantages of simple use operation, relatively low use cost, quite obvious effect, safetyand environment protection, is poisonless and harmless, and does not cause secondarily pollution, the turbidity of water is effectively reduced, the contents of organic matters and heavy metals in thewater are reduced, and the flocculant is widely applied to the treatment of domestic water, papermaking sewage and sewage of a coal mine.",,C02F1/56;;C02F1/56,naturalTextiles
157-755-280-135-208,"METHOD OF MAKING YARNS FROM ANGORA RABBIT'S WOOL Yarn of a fineness between Nm 60 and Nm 250 comprises fibres from the fur of angora rabbits. The fibres are pretreated with a two-component composition of an antistatic agent and an agent for increasing the adhesability of the fibres. The pretreated fibres, with synthetic fibres, are spun together with an uninterrupted carrier thread of a cross-section up to one third of the cross-section of the spun yarn.",,D02G3/04;;Y10S57/901;;D02G3/04;;Y10S57/901;;D02G3/04,naturalTextiles
164-814-606-755-361,"Linen blended yarn and fabric with shrink proof function and textile process thereof The invention relates to a linen blended textile with a shrink proof function and a textile process thereof. The textile comprises yarns and fabrics. Raw materials of a linen blended yarn with the shrink proof function include, by weight: 25 to 45 parts of hemp fiber, 40 to 60 parts of flax fiber and 10 to 25 parts of modal fiber. The modal fiber is pre-sanforized. A linen blended fabric is formed by spinning the linen blended yarns. The linen blended yarn and fabric has the advantages of antibacterial and anti-mildew capabilities, moisture absorption and breathability, ultraviolet resistance, high drapability and the like.",,;;D02G3/04;;D03D15/217;;D03D15/225;;D03D15/47,naturalTextiles
174-504-220-729-039,"Composite textile fibre based on angora rabbit fur for articles of clothing and underclothing. Yarn consisting of a carding of chlorofibres, of acrylic fibres and of nonrugged angora wool fibres. The yarn thus produced exhibits high softness and warmth qualities. Application: manufacture of clothing and of underclothing.",,D02G3/04;;D02G3/04,naturalTextiles
178-030-021-119-266,"Health jute carpet The utility model belongs to the technical field of textile, wherein, the use surface of a carpet is a jute layer; two layers of bottom layers are arranged under the jute layer. The utility model has the outstanding advantages of fast moisture suction and moisture discharge, strong bacteriostasis and bacteria resistance, no static electricity, no foreign odor, no secondary pollution to indoors and natural environment, and comfortable use, and furthermore, the utility model is a pure natural environmental protection product, and the price of the utility model is only one half of the price of a pure wool carpet.",,;;A47G27/02,naturalTextiles
178-079-342-133-787,"Nano silver bioactivity composite fibre fabric Aiming at the problems in the prior art that common soybean fiber fabric is easy to carry static electricity and difficult to spin, and the common fibre fabric has non-durable bioactivity and poor washing resistance, the invention discloses a nano silver bioactivity composite fibre fabric, which comprises surface tissue and inner tissue, wherein the surface tissue of the fabric is formed by interweaving warp yarn composed of soybean fibers and weft yarn composed of low-temperature shrinkage fibre, and the mass ratio of the warp yarn to the weft yarn is 85:35; the inner tissue is formed by interweaving warp yarn composed of chitosan fibre and weft yarn composed of high-temperature shrinkage fibre, and the mass ratio of the warp yarn to the weft yarn is 64:36; and superfine conductive fibre with nano silver is interweaved between the surface tissue and the inner tissue plated. The fabric of the invention is characterized in that compound spinning is carried out on the biodegradable soybean fibre, chitosan fibre and byssus active fiber according to a certain structure form, so that the fabric is comfortable to wear, has functions of radiation protection, antibiosis, static electricity removal and washing, rinsing resistance and excellent bioactivity and is biodegradable.",,;;D03D13/00;;D03D15/20;;D03D15/233;;D03D15/33;;D03D15/50,naturalTextiles
199-299-124-935-729,"Super-flexible textile vamp The utility model discloses an ultra-flexible textile vamp, which relates to the textile field, and comprises a fabric body, a polyester fiber layer, a sweat absorbing layer, a flexible layer, a breathable layer and a flax layer, the fabric body is a woven vamp whole body, and the fabric body sequentially comprises the polyester fiber layer, the sweat absorbing layer, the flexible layer, the breathable layer and the flax layer from the top of the vamp to the bottom; the flexible layer comprises polyester shrinkage filaments and elastic fiber filaments, the polyester shrinkage filaments and the elastic fiber filaments are woven in a crossed mode, the sweat absorbing layer is woven by bamboo charcoal fiber filaments, and the breathable layer is woven by pure cotton threads in a staggered mode. The elasticity and the flexibility of the vamp cloth are enhanced through the polyester shrinkage yarn and the elastic fiber yarn, meanwhile, sweat at the bottom of the vamp is stably absorbed through the sweat absorption layer, the physical performance of supporting of the vamp is improved through the breathable layer and the flax layer, meanwhile, the breathability of the vamp is improved, the perspiration and breathability capacity of a shoe body is enhanced, and the service life of the vamp is prolonged. The vamp cloth is more stable, and the practicability is high.",,;;A43B23/02;;D04B1/16;;D04B1/18;;D04B1/24;;D04B21/00;;D04B21/20,naturalTextiles
196-569-632-927-969,"Ramie knitted fabric The invention discloses a ramie knitted fabric, comprising ramie blended yarns formed by blending ramie fibres and other fibres according to a certain ratio, wherein the other fibres comprise one or two of terylene fibres, tencel fibres, corn fibres and chinlon fibres; the ratio of the blending percentages by weight of the ramie fibres to the other fibres is 20-35%: 65-80%; and the specification of the ramie blended yarns is 20-42 yarns/2, and the twist coefficient is 560-700. Fibre ingredients with a good toughness such as corn fibres, tencel fibres and terylene fibres are variously combined, matched and blended with ramie fibres in the invention via the method aforementioned, so as to weaken the rigidity of the blended yarns and enhance the feasibility of the yarns for knitted fabric ramie; and the service ability problems such as strong prickle sensation and bad wrinkle resistance of a fabric are improved in a precondition of ensuring the various excellent performances of ramie.",,;;D04B1/14;;D02G3/04;;D04B1/12,naturalTextiles
193-570-652-447-574,"Gel-containing home textile and clothing filler The utility model discloses a home textile and clothing filler containing gel, which comprises a filler component, the filler component comprises a gel layer, two sides of the gel layer are respectively provided with a jute fiber layer I and a jute fiber layer II, the opposite surfaces of the jute fiber layer I and the jute fiber layer II are fixed on two sides of the gel layer in a hot-pressing compounding manner, and the gel layer is arranged on the gel layer. A first carbon fiber layer is arranged on the face, away from the gel layer, of the first fibrilia layer, the face, facing the gel layer, of the first carbon fiber layer is fixed to the first fibrilia layer in a hot-pressing compounding mode, and a second carbon fiber layer is arranged on the side, away from the gel layer, of the second fibrilia layer. The face, facing the gel layer, of the second carbon fiber layer is fixed to the second fibrilia layer in a hot-pressing compounding mode, and the side, away from the first fibrilia layer, of the first carbon fiber layer is provided with a first waterproof layer. The gel-containing home textile and garment filler is reasonable in structure, the heat insulation and warm keeping effect can be conveniently improved, and practicability is high.",,Y02W90/10;;B32B9/02;;B32B9/04;;B32B33/00,naturalTextiles
006-294-704-931-407,"Antibiotic waterproof antistatic imitative rabbit hair circle loop yarn The application discloses antibiotic waterproof antistatic imitative rabbit hair circle loop yarn including the heart yearn, has the imitative rabbit hair to draw the wool yarn in the winding of heartyearn periphery spiral, still includes the static line, and the skin of heart yearn is antibiotic coat, the imitative rabbit hair draws the wool yarn to include that yarn core and winding are in justthrough drawing the knitting yarn of the imitative rabbit hair behind the hair, the yarn core adopts chitin fibre long filament and/or the twisting of antibiotic nylon filament more than two to makearound the yarn core, the imitative knitting yarn of the rabbit hair is formed by imitative rabbit hair polyamide fiber, polyamide fibre fibre and the fibrous blending of acrylic fibres, the imitativeknitting yarn surface of rabbit hair coating has the antistatic layer, and the coating has the waterproof layer on the antistatic layer. The imitative rabbit hair draws wool yarn soft handle, and isfluffy, utilizes the imitative rabbit hair to draw the wool yarn to make imitative rabbit hair circle loop yarn, can strengthen yarn surface's third dimension, improves the fluffy looseness that feels. Anti electrostatic coating layer, waterproof layer, antibiotic coat make imitative rabbit hair circle loop yarn possess better service function, enlarge the practicality.",,;;D02G3/34,naturalTextiles
006-757-692-666-412,"Moldproof and deodorant regenerated cotton yarn textile material containing kapok fiber and used for towel and preparing method thereof The invention discloses a moldproof and deodorant regenerated cotton yarn textile material containing kapok fiber and used for a towel. The moldproof and deodorant regenerated cotton yarn textile material is prepared from, by weight, 60-80 parts of all-cotton cloth strip, 15-25 parts of polyester-mixed cotton cloth strip with the cotton content of 40-60%, 5-10 parts of kapok fiber, 3-5 parts of silica sol, 5-10 parts of soluble starch, 2-4 parts of polyvinyl alcohol, 0.5-1 part of aloe vera gel, 0.3-0.5 part of pectin, 0.5-1 part of sodium alginate and 0.1-0.15 part of ascorbic acid. The moldproof and deodorant regenerated cotton yarn textile material has good hygiene, comfort, strength and durability, has the moldproof and deodorant effects and is suitable for towel processing.",,D02G3/04;;A47K10/02;;D06M11/79;;D06M15/03;;D06M15/11;;D06M15/333;;D06M16/00;;D06M2101/06;;D06M2101/32;;D10B2201/01;;D10B2201/02;;D10B2331/04;;D10B2401/063;;D10B2503/00;;D02G3/04;;A47K10/02;;D06M11/79;;D06M15/03;;D06M15/11;;D06M15/333;;D06M101/06;;D06M101/32,naturalTextiles
029-483-754-477-465,"Hemostatic Textile The present invention is directed to a hemostatic textile, comprising: a material comprising a combination of glass fibers and one or more secondary fibers selected from the group consisting of silk fibers; ceramic fibers; raw or regenerated bamboo fibers; cotton fibers; rayon fibers; linen fibers; ramie fibers; jute fibers; sisal fibers; flax fibers; soybean fibers; corn fibers; hemp fibers; lyocel fibers; wool; lactide and/or glycolide polymers; lactide/glycolide copolymers; silicate fibers; polyimide fibers; feldspar fibers; zeolite fibers, zeolite-containing fibers, acetate fibers; and combinations thereof; the hemostatic textile capable of activating hemostatic systems in the body when applied to a wound. Additional cofactors such as thrombin and hemostatic agents such as RL platelets, RL blood cells; fibrin, fibrinogen, and combinations thereof may also be incorporated into the textile. The invention is also directed to methods of producing the textile, and methods of using the textile to stop bleeding.",,A61L15/18;;A61L15/28;;A61L15/42;;A61L2400/04;;A61P7/04;;Y10T442/30;;Y10T442/40;;A61L15/00;;A61K9/70;;A61F13/01042;;A61F13/01012;;A61F13/01017;;A61F2013/00089;;A61F2013/00463;;A61K36/899;;A61L15/16;;A61L15/18;;A61L15/20;;A61L15/42;;A61L2400/04;;C08K7/14;;D02G3/18;;Y10T442/30;;Y10T442/40;;A61F13/00;;A61K36/899;;A61L15/16;;A61L15/18;;A61L15/20;;A61L15/42;;C08K7/14;;D02G3/18,naturalTextiles
025-717-704-953-295,"Anti-pilling flax blended fabric The utility model discloses an anti-pilling flax blended fabric, which relates to the technical field of textiles, aims to solve the problem that the fabric is easy to pilling, and adopts the technical scheme that the anti-pilling flax blended fabric comprises two mutually symmetrical surface layers, a conductive layer is fixedly connected between the two surface layers, a plurality of conductive velvet are arranged on two sides of the conductive layer, a plurality of through holes are formed in the surface layers, and the through holes are formed in the surface layers. The conductive velvet extends into the through holes, the length of the conductive velvet is smaller than the depth of the through holes, the copper fibers are arranged, the copper fibers have a good conductive effect, the conductive effect of the conductive layer is guaranteed, static electricity can be led out, the antistatic effect of the whole fabric is guaranteed, and huddling caused by static electricity between fibers is reduced; therefore, the anti-pilling purpose is achieved.",,;;B32B3/08;;B32B3/24;;B32B9/02;;B32B9/04;;B32B15/02;;B32B15/085;;B32B15/09;;B32B15/20;;B32B23/02;;B32B23/08;;B32B27/02;;B32B27/08;;B32B27/32;;B32B27/34;;B32B27/36,naturalTextiles
053-905-497-587-141,"Textile fabric with flame-retardant and antibacterial functions The utility model relates to the field of textile fabrics, in particular to a textile fabric with flame-retardant and antibacterial functions, which comprises a first flame-retardant layer, a second flame-retardant layer, a sweat-absorbent layer, an antibacterial layer and a skin-friendly layer, the first flame-retardant layer is composed of aramid fibers, acrylic cotton fibers and Kevlar fibers, the second flame-retardant layer is composed of after-finishing pure cotton fibers and after-finishing polyester cotton fibers, and the skin-friendly layer is composed of polyester cotton fibers and polyester cotton fibers. The sweat absorbing layer is made of non-woven fabric, and the antibacterial layer is made of kapok fiber, silver fiber and chitosan fiber. The kapok fibers, the silver fibers and the chitosan fibers in the antibacterial layer all have certain antibacterial effects, the silk fibers and the real silk fibers in the skin-friendly layer make contact with the skin, the overall wearing comfort of the fabric is improved, compared with a traditional mode, the flame retardant effect of the fabric can be improved, the antibacterial property of the fabric can be improved, and the fabric is suitable for popularization and application. The sweat absorption and perspiration performance of the fabric can be improved, and the skin-friendly performance and the wearing comfort of the fabric can be improved.",,;;B32B9/02;;B32B5/02;;B32B5/08;;B32B9/00;;B32B9/04;;B32B15/02;;B32B15/14;;B32B27/02;;B32B27/12;;B32B27/30;;B32B27/34;;B32B27/36;;D03D15/20;;D03D15/217;;D03D15/233;;D03D15/258;;D03D15/283;;D03D15/47;;D03D15/50;;D03D15/513,naturalTextiles
071-531-781-356-788,"Method and apparatus for doffing and drafting textile fibers 946,694. Carding engines; mixing fibres. CHICOPEE MANUFACTURING CORPORATION. Feb. 17, 1961 [Feb. 19, 1960], No. 6037/61. Heading D1F and D1N. A fibrous web is doffed from a rotatable surface and simultaneously drafted by transfer from a first to a second surface rotating at a greater linear speed, the fibres being pressed on to the second surface close to the zone of transfer to prevent their return to the first surface. In a form of apparatus employing card fillet, a stripper roller 20 removes a fibre web from a doffer 12 and a roller 24 is arranged to press against the stripper roller 20 as close as possible to the periphery of the doffer 12. From the stripper roller 20, the fibrous web is transferred on to a conveyer belt 26 and then to a further conveyer belt 32. The speed of the belt 26 may be such as to provide conditions of draft or compaction. The ratio of the linear speeds of the roller 20 and doffer 12 may lie between 1.25:1 and 20:1 and the clearance between these rollers is from 0.005 inch to 0.15 inch. Metallic strip and clothing may be used on the rollers and in an embodiment described using such clothing the fibre web is transferred from the stripper roll by a smooth surfaced roller. Webs from several carding machines may be laid on each other and fibres shorter than customary textile lengths, say from # inch down to 1/16 inch or less may be added to the web. Examples of such short fibres are papermaking fibres such as woodpulp and wood fibres, cotton linters, cotton hull shavings, and mineral fibres, such as asbestos, glass, rock wool. Also other natural or synthetic fibres within the length ranges mentioned above may be used. The fibre webs themselves may contain cotton, silk, wool, vicuna, mohair, alpaca, flax, ramie, jute, cuprammonium, viscose, cross-linked cellulose fibres, cellulose acetate, cellulose tri-acetate, saponified cellulose ester fibres, polyamide and caprolactam fibres, protein fibres, halogenated hydrocarbon fibres, polyethylene, polypropylene, polybutadiene, polyisobutadiene, polyesters, vinyl fibres, dinitrile nitrile, acrylic and mineral fibres including glass and metal.",,D01G15/46;;D01G15/46,naturalTextiles
085-499-765-174-256,"Preparation method of nano anion kapok fiber fabric and applications of nano anion kapok fiber fabric in home textile product The invention aims at disclosing a preparation method of nano anion kapok fiber fabric and applications of nano anion kapok fiber fabric in a home textile product. The preparation method comprises the following steps of complexly coordinating of a kapok fiber and anions to prepare the nano anion kapok fiber, baking, spinning, weaving, printing and dyeing to prepare the nano anion kapok fiber fabric. Compared with the prior art, the preparation method has the original characteristics of fineness, lightness, high hollowness degree, good warmth retention property and the like are kept, and an anion health function is realized. Therefore, the target of the preparation method is achieved.",,;;D06N7/02;;D02G3/04;;D06M11/00;;D06M13/00;;D06M15/00;;D06M101/06,naturalTextiles
099-622-726-581-202,"Skin-friendly antibacterial composite textile fabric and processing method thereof The invention discloses a skin-friendly antibacterial composite textile fabric and a processing method thereof.The skin-friendly antibacterial composite textile fabric comprises a skin-friendly layer and an outer layer, an antibacterial layer, an elastic layer and a warm-keeping layer are arranged in the skin-friendly layer and the outer layer, the antibacterial layer comprises warp yarn and weft yarn which are interwoven in an up-down mode, antibacterial filling bodies are blended in the warp yarn and the weft yarn, and the elastic layer and the warm-keeping layer are arranged in the skin-friendly layer and the outer layer. The antibacterial filling body comprises chitosan fibers, kapok fibers, natural bamboo fibers and fluoroacrylate polymer emulsion. The warm-keeping breathable fabric has the warm-keeping and breathable effects, the antibacterial effect of the fabric is effectively enhanced, and the good comfort is achieved.",,B32B5/08;;B32B3/08;;B32B5/02;;B32B5/028;;B32B5/26;;B32B33/00;;B32B37/10;;B32B37/12;;B32B38/145;;B32B2037/1276;;B32B2262/0253;;B32B2262/0284;;B32B2262/06;;B32B2262/065;;B32B2262/14;;B32B2307/51;;B32B2307/7145;;Y02W90/10;;B32B27/02;;B32B3/08;;B32B5/02;;B32B5/08;;B32B9/00;;B32B9/02;;B32B9/04;;B32B27/12;;B32B27/32;;B32B27/36;;B32B33/00;;B32B37/10;;B32B37/12;;B32B38/14,naturalTextiles
111-623-222-730-654,"Double -layer cashmere fabric The utility model provides a double -layer cashmere fabric, including the outer and cashmere inlayer of cashmere, the cashmere skin set up in cashmere inlayer one side, cashmere outer surface sew up the cortex, the outer break joint with the cashmere inlayer of cashmere connect the heat preservation, the heat preservation intussuseption be filled with fibre blend, cashmere inlayer opposite side beconnected with the elastic layer, the elastic layer intussuseption be filled with the cotton granule, effectually sew up the cortex according to the cashmere skin, prevent outer effectual the increase aesthetic property of gigging of cashmere and effectual according to cashmere outer with cashmere inlayer double -layer cashmere fabric increase warmth retention property.",,;;B32B9/02;;B32B9/04;;B32B33/00,naturalTextiles
140-433-218-141-587,"Mildew-proof and antibacterial textile fabric The utility model discloses a mildew-proof and antibacterial textile fabric which comprises a wear-resistant layer, an ultraviolet-proof fiber layer, a silver fiber layer, a mildew-proof layer, a modal fiber layer and a jade fiber layer, wherein the surface of the bottom side of the wear-resistant layer is in composite connection with the surface of the top side of the ultraviolet-proof fiber layer, the wear-resistant layer is made of nylon fibers, the surface of the bottom side of the ultraviolet-proof fiber layer is in composite connection with the surface of the top side of the silver fiber layer, and the surface of the bottom side of the silver fiber layer is in composite connection with the surface of the top side of the mildew-proof layer. The surface of the bottom side of the mildew-proof layer is in composite connection with the surface of the top side of the modal fiber layer, and the surface of the bottom side of the modal fiber layer is in composite connection with the surface of the top side of the jade fiber layer. The mildew-proof and antibacterial textile fabric is novel in design and simple in structure, under the action of the wear-resistant layer, the overall wear-resistant effect of the textile fabric is improved, and the overall service life of the textile fabric is guaranteed.",,;;B32B27/34;;A41D11/00;;A41D31/02;;A41D31/04;;A41D31/12;;A41D31/14;;A41D31/24;;A41D31/26;;A41D31/30;;B32B5/02;;B32B9/00;;B32B9/02;;B32B9/04;;B32B15/02;;B32B15/14;;B32B27/02;;B32B27/12,naturalTextiles
132-532-256-296-452,"Preparation method of comfortable air-permeable fiber down The invention relates to a preparation method of comfortable air-permeable fiber down and belongs to the technical field of textile materials. According to the preparation method, a banana fiber is extracted from waste banana bark and subjected to alkali oxygen-acid pickling degumming and plasma water-repellent modification, and a vacuum freezing drying technology is adopted for obtaining the fine, soft and disperse banana fiber down. The banana stem fiber in the method has the performance, such as high initial modulus, high strength, small elongation, high moisture regain and quick moisture absorption and release, similar to that of fibrilia, and in addition, the fiber has the advantages of good glossiness, low weight and the like; the banana fiber has cellulose, hemicellulose, lignin, awater soluble object, pectin, cerolipoid and the like, and the main aim for conducting chemical degumming on the banana fiber is to obtain the cellulose and remove partial colloid at the same time; with hexafluoropropylene (C3F6) as treatment gas and helium (He) as carrier gas, under the effect of normal pressure, glow discharge is used for water-repellent modification processing, so that the prepared fiber down has certain air permeability and hygroscopicity.",,;;D04H1/4258;;D01F2/00;;D06M10/08,naturalTextiles
132-733-557-632-879,"Rayon knitted fabric scouring and dyeing one bath process dyeing The invention discloses rayon knitted fabric scouring and dyeing one bath process dyeing, and belongs to the technical field of dyeing or printing of textile. The rayon knitted fabric scouring and dyeing one bath process dyeing comprises the following steps: water entering, temperature rising to 40-60 DEG C, to-be-processed sample entering, water softener and additive 398 adding, hydrogen peroxide adding after 10-20 minutes, soda ash adding, potential of hydrogen (PH) adjusting to 8-9, dyes adding after 10 minutes and dyeing. Dyeing additives are scouring and dyeing one bath agents, adding amount is 1-2%. When a to-be-processed sample is terylene/cotton (T/C), cotton/ terylene (C/T), chief value of cotton (CVC), terylene/rayon (T/R) fabric or yarn, the dyes are reactive dyes or disperse dyes; and when the to-be-processed sample is the cloth or yarn of rayon, tencel, bamboo fiber and the like, the dyes are the reactive dyes. By adopting the rayon knitted fabric scouring and dyeing one bath process dyeing, process time is greatly shortened, production stability is good, production efficiency is improved, comprehensive production cost is reduced obviously, and textile quality and a color first time success rate are improved.",,;;D06P3/66;;D06L4/13;;D06P3/60,naturalTextiles
