Lens ID,Combined,Keyphrases,Classifications,Category
103-895-041-457-889,"SCHUTZNETZ AUS DRAHT, SCHUTZEINRICHTUNG MIT EINEM SOLCHEN SCHUTZNETZ UND VERWENDUNG EINES SOLCHEN SCHUTZNETZES ZUM AUFBAU DER SCHUTZEINRICHTUNG ",,E01F7/045;;B65G1/02;;B65G2207/40;;D04C1/08;;D04C1/02;;D10B2101/20;;D10B2505/204;;D10B2507/02;;E01F7/04;;E01F7/00;;E01F7/045;;B65G1/02;;B65G2207/40;;E01F7/04,metalTextiles
096-533-897-325-349,"Metal fabric and method of making a metal fabric Um ein Metallgewebe dergestalt zur Verfügung zu stellen, dass es den Metallgewebeimmanenten Effekt der Verdunkelung bei einer vorgegebenen Gewebedichte mindert oder sogar vollständig ausgleicht, wird ein Metallgewebe mit einem eine Gewebefläche durchdringen Lichtleitkörper vorgeschlagen. Außerdem wird ein Metallgewebe mit einer Vielzahl von Lichtleitkörpern beziehungsweise mit strukturell in das Gewebe integrierten Lichtleitkörpern vorgeschlagen. Außerdem wird ein Verfahren zum Herstellen eines Metallgewebes vorgestellt.",,D03D15/67;;D03D15/547;;D10B2101/20;;D03D15/67;;D03D15/547;;D10B2101/20;;D03D15/00;;D03D15/02,metalTextiles
085-271-716-013-041,"Improved Metallic Fabrics for Clothing, Upholstering an other Purposes. 25,254. Rothwell, W. G. Nov. 1. Wire fabrics.-Warp and weft fabrics for clothing, upholstery, and other purposes are made with either warp, or both, composed of metallic spiral helices with or without cores.",,;;,metalTextiles
099-933-806-648-006,"COMBUSTION MEMBRANE FOR A GAS BURNER A combustion membrane (14) for a gas burner (2) comprises a fabric or mesh (21) of interlaced metal threads (22), having two opposite interlacing surfaces (19, 20) which form a combustion surface (19) and an inner surface (20) of the fabric/mesh (21), respectively, wherein the metal threads (22) are formed by twisted metal fibers (22) to form a yarn and:the individual metal fibers (22) are shorter than the yarn (22) formed therefrom, and free ends (22″) of the metal fibers (22) protrude divergently from the yarn (22) along its longitudinal extension and make the yarn (22) hairy, andthe metal thread (22) is a yarn (22) of mass per length in the range from 0.8 g/m to 1.4 g/m.",,F23D14/10;;D02G3/12;;D02G3/38;;F23D14/145;;F23D2203/1012;;F23D2203/103;;F23D2212/201;;F23D2213/00;;F23D14/149;;D02G3/12;;D02G3/26;;D02G3/34;;D02G3/38;;D02G3/40;;D02G3/447;;D10B2101/20;;D10B2505/00;;F23D2203/103;;F23D2212/201;;F23D2900/00019;;F23D14/14;;D02G3/12;;D02G3/26;;D02G3/34;;D02G3/38;;D02G3/40;;D02G3/44,metalTextiles
115-868-063-489-111,Items with conductive yarn A fabric-based item may have fabric with conductive strands of material. The conductive strands of material may include conductive yarn formed from insulating fibers and conductive fibers. The conductive fibers may be metal wires. The insulating fibers in the conductive yarn may hide the conductive fibers from view. The fabric may be woven fabric or other fabric with intertwined strands of material. The woven fabric may include conductive and insulating warp yarns and conductive and insulating weft yarns. Conductive yarn may be coupled to capacitive touch sensor circuitry and may form a capacitive touch sensor grid or other capacitive touch sensor electrode structures. Conductive yarn may also be soldered or otherwise coupled to electrical components.,,G06F3/0446;;D02G3/441;;D03D15/47;;D03D15/533;;D10B2101/20;;D10B2401/16;;G06F3/0445;;G06F2203/04102;;G06F2203/04104;;G06F3/0446;;D03D1/0088;;D03D15/47;;G06F3/0445;;G06F2203/04102;;G06F2203/04104;;G03D15/02;;D03D1/00;;D03D15/00;;D03D15/02;;G06F3/044,metalTextiles
113-304-834-849-028,FABRIC SUITABLE TO PROVIDE A BARRIER EFFECT AGAINST MAGNETIC AND ELECTROMAGNETIC FIELDS AND/OR METALLOTHERAPY EFFECTS ,,A61N1/16;;A41D31/04;;D03D15/25;;D10B2101/20;;D10B2501/00;;D10B2501/02;;D10B2501/04;;D10B2501/042;;D10B2501/043;;D10B2501/06;;D10B2503/02;;D10B2503/04;;D10B2503/06;;D10B2505/08;;D10B2509/02;;G21F1/08;;G21F3/02;;Y10T442/3049;;Y10T442/3382;;Y10T442/339;;Y10T442/3976;;A41D31/04;;A61N1/16;;D03D15/25;;D10B2101/20;;D10B2501/00;;D10B2501/02;;D10B2501/04;;D10B2501/042;;D10B2501/043;;D10B2501/06;;D10B2503/02;;D10B2503/04;;D10B2503/06;;D10B2505/08;;D10B2509/02;;G21F1/08;;G21F3/02;;Y10T442/3049;;Y10T442/3382;;Y10T442/339;;Y10T442/3976;;A41D13/00;;D03D15/00;;A41B17/00;;A41D31/00;;A61F13/06;;A61F13/10;;A61F13/14;;A61N1/14;;A61N1/16;;G21F1/08;;G21F3/02,metalTextiles
114-363-022-301-864,"FABRIC STRUCTURE A woven, braided or knitted fabric structure comprises wires of silver alloy, preferably a precipitation-hardenable Ag-Cu-Ge alloy. The process for making a fabric structure may comprise providing silver wire having a temper of more than fully soft but less than half hardness, forming said wire into said structure and heating the structure to precipitation harden the wire.",,C22C5/08;;A44C27/002;;C22C5/06;;D04B1/14;;D04B21/14;;D10B2101/20;;Y10T428/12424;;C22C5/08;;A44C27/002;;C22C5/06;;D04B1/14;;D04B21/14;;Y10T428/12424;;C22C5/08;;A44C27/00;;C22C5/06;;D04B1/14;;D04B21/12,metalTextiles
125-232-825-684-087,"Drahtgewebe Die Erfindung betrifft eine Verbindungsvorrichtung (1) zwischen einer Struktur (2) eines Fahrzeuges, insbesondere eines Luftfahrzeuges, und einem zu befestigenden Bauteil (3), aufweisend einen Lagerblock (4), welcher mindestens einen unmittelbar umgreifbaren Lagerbolzen (5) trägt, und eine Einhängekonstruktion (6), welche ein formstabiles Hakenelement (6.1) aufweist, das einen geschlossenen Kreissektor und einen offenen Kreissektor besitzt und im verbundenen Zustand den Lagerbolzen (5) hakenartig mit dem geschlossenen Kreissektor umgreift. Erfindungsgemäß weist die Einhängekonstruktion (6) ein bewegliches Verschlusselement (7) auf, welches den offenen Kreissektor des Hakenelements (6.1) in einer Sicherungsposition schließen kann. Weiterhin betrifft die Erfindung auch eine Gepäckfachkonstruktion (3) mit mindestens einer vorgenannten Verbindungsvorrichtung (1) und eine Tragstruktur (2) eines Fahrzeuges, insbesondere eines Luftfahrzeuges, welche eine Seite der vorgenannten Verbindungsvorrichtung trägt.",,D03D1/007;;D03D9/00;;D03D15/593;;D03D15/67;;D10B2101/08;;D10B2101/20;;D10B2503/03;;D03D9/00;;D03D1/007;;D03D15/593;;D03D15/67;;D10B2101/08;;D10B2101/20;;D10B2503/03;;Y10T428/12424;;D03D15/02;;D03D1/00,metalTextiles
117-156-000-807-458,"Metal fabric, sheet set, decoration, stationery, container and method of manufacturing container A metal fabric (10) has a sheet form, using metal threads for warp (30) as the warp, and metal threads for weft (20) as the weft, wherein each of the metal threads for warp (30) and the metal threads for weft (20) has an average diameter of 0.03 mm or larger and 0.09 mm or smaller, the metal threads for warp (30) and the metal threads for weft (20) may be plain-woven, and the metal fabric (10) may be shaped in a square with a side of 100 mm or longer and 200 mm or shorter.",,B32B5/022;;B32B3/02;;B32B3/14;;B32B3/26;;B32B2250/02;;B32B2250/03;;B32B2250/20;;B32B2250/44;;B32B2255/02;;B32B2262/02;;B32B2262/0269;;B32B2262/08;;B32B2307/546;;B32B2307/732;;B32B5/06;;B32B5/26;;B32B7/06;;D10B2101/20;;D10B2401/062;;B32B2262/103;;B32B2307/402;;B32B2439/62;;B32B2451/00;;B32B7/022;;B32B1/00;;B65D1/22;;B32B5/024;;B32B5/06;;B32B5/26;;B32B7/06;;D10B2101/20;;D10B2401/062;;B32B2262/103;;B32B2307/402;;B32B2439/62;;B32B2451/00;;B32B2250/02;;B32B2262/02;;B32B2250/20;;B32B5/022;;B32B2250/03;;B32B2307/732;;B32B3/26;;B32B2262/0269;;B32B2262/08;;B32B2307/546;;B32B3/02;;B32B3/14;;B32B2255/02;;B32B2250/44;;B32B7/022;;B32B1/00;;D03D15/02;;B32B1/00;;B32B3/02;;B32B3/14;;B32B3/26;;B32B5/02;;B32B5/06;;B32B5/26;;B32B7/022;;B32B7/06;;B65D1/22;;D03D15/00,metalTextiles
122-140-803-138-918,"POWER-GENERATING INSOLE, POWER-GENERATING BLANKET AND POWER-GENERATING SOCK A power-generating insole comprises a power-generating fabric structure and a waterproof shield; the waterproof shield coats an outer surface of the power-generating fabric structure; the power-generating fabric structure comprises a first conductive yarn and a second conductive yarn, and the first conductive yarn and the second conductive yarn are interwoven together; the first conductive yarn is made of a conductive material; the second conductive yam comprises a conductive core and an insulating cladding, the conductive core is made of a conductive material, the insulating cladding is made of an insulating material, and the insulating cladding coats an outer surface of the conductive core; with the design that the first conductive yarn and the second conductive yarn are interwoven to form the power-generating fabric structure of three-dimensional porous network structure.",,A43B17/00;;A43B3/35;;A43B3/42;;H02N1/04;;A43B17/00;;A43B3/38;;A43B3/42;;D02G3/441;;H01B7/2825;;H02N1/04;;H02N11/002;;B32B2307/202;;B32B2255/26;;D10B2101/20;;B32B5/026;;B32B27/12;;D10B2401/18;;H01B7/183;;B32B2255/02;;B32B2437/00;;B32B2457/00;;D10B2501/043;;A43B3/38;;A43B3/42;;A43B13/02;;A43B3/00;;A43B7/12;;A43D999/00;;B32B3/08;;B32B7/025,metalTextiles
128-200-944-916-277,CONDUCTIVE MONOFILAMENT AND FABRIC. A conductive monofilament and static dissipative fabric having the same wherein the monofilament includes electrically conductive material and binder and has static dissipation properties.,,D01F8/00;;D01D5/253;;D01D11/06;;D03D15/258;;D03D15/533;;D06M11/83;;D10B2101/20;;D10B2401/16;;Y10T428/2958;;Y10T442/109;;Y10T442/3089;;Y10T442/3114;;Y10T442/339;;Y10T442/475;;D06M11/83;;D01D5/253;;D01D11/06;;D01F8/00;;D03D15/258;;D03D15/533;;D06M15/55;;D10B2101/20;;D10B2401/16;;D01F8/00;;D01D5/253;;D01D11/06;;D03D15/258;;D03D15/533;;D06M11/83;;D10B2101/20;;D10B2401/16;;Y10T428/2958;;Y10T442/109;;Y10T442/3089;;Y10T442/3114;;Y10T442/339;;Y10T442/475;;D01F11/04;;D01F8/00;;D04H1/435;;D04H1/4391;;D04H3/16;;D06M11/83,metalTextiles
135-062-915-310-007,CONDUCTIVE MONOFILAMENT AND FABRIC A conductive monofilament and static dissipative fabric having the same wherein the monofilament includes electrically conductive material and binder and has static dissipation properties.,,D01F8/00;;D01D5/253;;D01D11/06;;D03D15/258;;D03D15/533;;D06M11/83;;D10B2101/20;;D10B2401/16;;Y10T428/2958;;Y10T442/109;;Y10T442/3089;;Y10T442/3114;;Y10T442/339;;Y10T442/475;;D06M11/83;;D01D5/253;;D01D11/06;;D01F8/00;;D03D15/258;;D03D15/533;;D06M15/55;;D10B2101/20;;D10B2401/16;;D01F8/00;;D01D5/253;;D01D11/06;;D03D15/258;;D03D15/533;;D06M11/83;;D10B2101/20;;D10B2401/16;;Y10T428/2958;;Y10T442/109;;Y10T442/3089;;Y10T442/3114;;Y10T442/339;;Y10T442/475;;D06M11/83;;D01F8/00;;D03D15/00;;D04H1/435;;D04H1/4391;;D04H3/16;;D06M15/55,metalTextiles
137-663-135-714-621,"COPPER YARN 본발명은 인체피부에 전혀 거부감을 주지않으면서도 동(Copper:銅)을 혼존하는 카퍼사(COpper 絲) 및 그 제조방법에 관한 것으로 0.03㎜ 동선을 면방적공적의 조방기에 면 또는 혼방스라이바(Sliver)와 함께 투입하되 투입로올러증 톱로울러의 직경을 35㎜로 특수제작하여 스라이바와 동선이 함께 투입될 때 투입로올러면에서 동선이 받는 압력을 기존의 투입로울러압력(상, 하 로울러의 직경이 동일한 경우)보다 크게 하므로서 동선이 스라이바에 의해 미끄러지지않고 완전 파지되어 연신과절단이 되면서 0.020㎜ - 0.023㎜ 의 동선이 스라이바에 혼존되고 동선의 탈루방지콘덴서를 통해 동선혼존의 특수조사를 얻어 피부에 전혀 거부감을 주지않는 카퍼사를 제공하는 것이다.",,D02G3/12;;D10B2101/20;;D02G3/12,metalTextiles
137-652-088-489-076,WOVEN FABRIC HAVING WEFT WIRES AND ITS USE AND METHOD FOR INSTALLING A HANGING FOR A BUILDING ,,D03D3/08;;D03D13/00;;D10B2101/20;;E04F13/00;;E04F13/002;;Y10T29/49826;;Y10T428/249921;;Y10T428/249923;;Y10T442/3065;;Y10T442/322;;D03D3/08;;D03D13/00;;D10B2101/20;;E04F13/00;;E04F13/002;;Y10T29/49826;;Y10T428/249921;;Y10T428/249923;;Y10T442/3065;;Y10T442/322;;D03D/;;E04F/,metalTextiles
139-653-944-716-575,"Apparatus for supplying metallic yarn The present invention relates to an apparatus for supplying a metallic yarn, which is easy to use by simultaneously supplying the metallic yarn wound on one or more bobbins to a circular knitting machine, and is possible for quick weaving. Also, the quality of fabrics woven with the metallic yarn is excellent by supplying the metallic yarn moving from the bobbins in the direction of the circular knitting machine so that the metallic yarn does not stretch and not twisted.",,D04B15/58;;D04B9/28;;D10B2101/20;;D04B15/58;;D04B9/28,metalTextiles
140-417-214-613-532,"TEXTILE DIGITAL BAND AND FABRITICATING METHOD THEREOF The present invention relates to a textile digital band which is capable of providing a high-speed communication path with surrounding computing devices, through easy and convenient attachment thereof to a conventional garment, and a fabrication method thereof. For this purpose, disclosed herein is a textile digital band comprising a plurality of warps formed parallel to each other in the first direction, and a plurality of wefts formed parallel to each other in the second direction perpendicular to the first direction, wherein the warp includes at least one digital yarn through which electrical currents can flow.",,D02G3/12;;D02G3/36;;D02G3/441;;D03D1/0088;;D03D3/005;;D03D15/25;;D03D15/258;;D03D15/47;;D10B2101/20;;D10B2401/16;;D10B2501/06;;H05K1/038;;H05K2201/0281;;H05K2201/029;;H05K2201/09809;;Y10T428/2942;;Y10T428/2944;;Y10T428/2947;;Y10T442/3065;;Y10T442/3976;;A41D1/005;;B23B51/02;;B23B51/06;;B23B2251/04;;B23B2251/408;;D02G3/12;;D02G3/36;;D02G3/441;;D03D1/0088;;D03D3/005;;D03D15/25;;D03D15/258;;D03D15/47;;D10B2101/20;;D10B2401/16;;D10B2501/06;;H05K1/038;;H05K2201/0281;;H05K2201/029;;H05K2201/09809;;D02G3/36;;D02G3/12;;D02G3/441;;D03D1/0088;;D03D3/005;;D03D15/25;;D03D15/258;;D03D15/47;;D10B2101/20;;D10B2401/16;;D10B2501/06;;H05K1/038;;H05K2201/0281;;H05K2201/029;;H05K2201/09809;;Y10T428/2942;;Y10T428/2944;;Y10T428/2947;;Y10T442/3065;;Y10T442/3976;;A41D13/00,metalTextiles
145-611-054-127-201,"Metallic network garment capable of charging mobile phone The invention relates to a metallic network garment capable of charging a mobile phone. The metallic network garment capable of charging the mobile phone comprises a garment body (1), wherein a small power generation assembly (2) is arranged on a cuff of the garment body (1); a lithium battery (3) is arranged on a front piece of the garment body (1); the small power generation assembly (2) is connected to the lithium battery (3) through a wire; a terminal of the lithium battery (3) is connected with a USB (universal serial bus) interface (4); the garment is made of a fabric; the fabric is a knitted fabric and consists of continuous loop units which are arranged in an interloop manner; and the continuous loop units are made of stainless steel fibers. The garment can be used for charging the mobile phone, and has the advantages of high strength, high flexibility, high resistance on high temperature of 1100 DEG C and high resistance on chemical corrosion of various types of acid and alkali.",,A41D1/00;;A41D13/00;;A41D27/00;;A41D31/00;;A41D2500/10;;D04B1/14;;D10B2101/20;;D10B2501/04;;A41D27/00;;A41D31/00;;D04B1/14,metalTextiles
136-495-962-270-909,"Chinstrap sock with metal-containing yarn A chinstrap sock to be worn by athletes comprising a tubular body having a skin facing surface for contacting a portion of a wearer's body, and an outer surface opposed to the skin facing surface; an opening in the tubular body for extension therethrough; and a first welt and a second welt affixed to opposite ends of the tubular body in surrounding relation to the opening, the first welt and the second welt each comprising a circularly-knitted fabric integral with the tubular body and extending therefrom to; the tubular body portion being a knitted construction comprising: a skin-facing surface comprising a metal-, metal oxide-, and/or metal salt-containing yarn portion.",,A42B3/08;;D04B1/22;;D04B1/106;;D04B1/12;;D10B2101/20;;D10B2401/061;;D10B2401/021;;D10B2401/022;;D04B1/18;;A42B3/08;;D04B1/22;;D10B2507/00;;D10B2401/021;;D10B2401/022;;A42B3/0406;;D04B1/106;;A42B3/08;;A42B3/04;;D04B1/10;;D04B1/22,metalTextiles
142-278-260-434-59X,"""AN ELECTRICALLY CONDUCTIVE TEXTILE"" Embodiments relate to conductive textiles and methods of their production, as well as systems for electronically connecting devices through conductive textiles. An example textile comprises a first electrically conductive track; a second electrically conductive track; and at least one non-conductive portion. At least a portion of the first electrically conductive track overlaps or is in close proximity to at least a portion of the second electrically conductive track. At least said portions of the respective tracks are separated by an insulating material so that there is no electrical coupling between the first and second tracks.",,D03D1/0088;;D03D1/0058;;D03D15/00;;D03D15/25;;D03D15/258;;D03D15/283;;D03D15/587;;D10B2101/20;;D10B2401/16;;D10B2401/18;;H01B7/282;;D03D1/0088;;D03D1/0058;;D03D15/00;;D03D15/25;;D03D15/258;;D03D15/283;;D03D15/533;;D03D1/0088;;A41D1/002;;A41D2500/20;;D03D1/0058;;D03D15/00;;D03D15/25;;D03D15/258;;D03D15/283;;D03D15/69;;D03D41/00;;D10B2101/20;;D10B2401/16;;D10B2401/18;;H01B7/282;;H01R4/02;;D03D15/00;;H01R4/00;;H05K9/00,metalTextiles
143-269-324-304-949,SCALABLE METHOD OF PRODUCING POLYMER-METAL NANOCOMPOSITE MATERIALS A method of forming a polymer-metal nanocomposite (PMNC) material with a substantially uniform dispersion of metal particles includes forming a composite solid preform by mixing a blend of micrometer-sized metal particles and polymer particles and subjecting the mixture to compression followed by sintering. The composite solid preform is drawn through a heated zone to form a reduced size fiber. The reduced size fiber is cut into segments and a next preform is formed using the bundle of the segments. The next preform is then drawn through the heated zone to form yet another reduced size fiber. This reduced size fiber may undergo one or more stack-and-draw operations to yield a final fiber having substantially uniform dispersion of nanometer-sized metal particles therein.,,D01D5/00;;D01F1/09;;D01F6/66;;D01F6/78;;D01D5/02;;B29C43/003;;B29C43/006;;B29K2081/06;;B29K2105/251;;B82Y30/00;;B82Y40/00;;C08K3/08;;C08K2201/011;;D01F1/09;;D01F6/66;;D01F6/76;;D10B2101/20;;D01D5/02;;B29C43/00;;C08K3/08;;D01F1/09;;D01F6/66;;D01F6/76,metalTextiles
140-365-372-469-968,"Method for detecting and remotely managing sensors and/or devices for feeding textile and/or metallic yarns installed on one or more textile machines, and system thereof The invention relates to a method and system for detecting and remotely managing sensors and/or devices for feeding textile and/or metallic yarns (10) installed on one or more textile machines (100, 100a, 100b). Each textile machine comprises: - an electronic control unit (30, 30a, 30b) electrically connected to the sensors and/or feeding devices for receiving identifiers (Si1, Si2, Si3), each associated with a sensor and/or feeding device, and data and operating parameters (Di1, Di2, Di3) representative of a current or real operating state of the installed sensors and/or feeding devices; - and first communication means (31, 31a, 31b) operatively associated with the electronic control unit. The method comprises the steps of: - enabling a wireless communication between the electronic control unit of the one or more textile machines and a portable electronic device (50) provided with second wireless communication means (51) and with display interface means (52); - transmitting the identifiers of the sensors and/or feeding devices installed on the one or more textile machines to the portable electronic device by the electronic control unit; - processing the identifiers to generate oneor more menus with selectable entries by the portable electronic device, wherein each is associated with one of the one or more textile machines, and each of the menus with selectable entries is representative of the number and type of sensors and/or feeding devices installed on the one or more textile machines; - and displaying the main menu with selectable entries on the display interface meansof the portable electronic device.",,D04B15/99;;B65H2701/31;;D01H13/00;;D03D51/18;;D03J1/006;;D04B15/48;;G05B19/4183;;G05B2219/36159;;G05B2219/45193;;H04W4/38;;H04W4/50;;Y02P90/02;;D04B15/99;;B65H2701/31;;D01H13/00;;D03D51/18;;D03J1/006;;D04B15/48;;D04B27/10;;D10B2101/20;;G05B19/4183;;G05B19/4185;;G05B2219/36159;;G05B2219/45193;;H04W4/38;;H04W4/50;;Y02P90/02;;D01H13/00;;D04B15/48;;G05B19/418;;H04W4/38;;H04W4/50,metalTextiles
149-697-652-612-501,"A STRUCTURE FOR THE REINFORCEMENT OF PAVEMENTS COMPRISING ASSEMBLIES OF GROUPED METAL FILAMENTS IN A PARALLEL POSITION, METHOD OF MANUFACTURE AND INSTALLATION ",,D04B21/14;;D10B2101/20;;D10B2505/02;;D10B2505/204;;E01C5/22;;E01C11/005;;E01C11/16;;E01C11/165;;E01C23/04;;E02D29/0225;;D04B21/14;;D10B2101/20;;D10B2505/02;;D10B2505/204;;E01C11/165;;E02D29/0225;;E01C11/16;;D04B21/14;;D10B2101/20;;D10B2505/02;;D10B2505/204;;E01C5/22;;E01C11/005;;E01C11/165;;E01C23/04;;E02D29/0225;;E02D29/02;;E01C11/16,metalTextiles
151-879-899-588-346,An electrically conductive textile ,,D03D1/0088;;D03D1/0058;;D03D15/00;;D03D15/25;;D03D15/258;;D03D15/283;;D03D15/587;;D10B2101/20;;D10B2401/16;;D10B2401/18;;H01B7/282;;D03D1/0088;;D03D1/0058;;D03D15/00;;D03D15/25;;D03D15/258;;D03D15/283;;D03D15/533;;D03D1/0088;;A41D1/002;;A41D2500/20;;D03D1/0058;;D03D15/00;;D03D15/25;;D03D15/258;;D03D15/283;;D03D15/69;;D03D41/00;;D10B2101/20;;D10B2401/16;;D10B2401/18;;H01B7/282;;,metalTextiles
157-213-908-904-652,METALLISIERTE GEWEBE- ODER GEWIRKBAHN. ,,D03D15/283;;D10B2101/20;;,metalTextiles
150-487-161-082-817,HEAT-SHRUNK TEXTILE SLEEVE WITH EXTENDED ELECTRO-FUNCTIONAL YARN AND METHOD OF CONSTRUCTION THEREOF ,,D03D1/0043;;D03D1/0088;;D03D15/567;;D10B2101/20;;D10B2401/16;;D10B2401/20;;D03D1/0043;;D03D1/0088;;D03D15/567;;D06C7/00;;D10B2101/20;;D10B2401/16;;D10B2401/20;;H05B3/03;;H05B3/347;;D03D1/00;;D03D15/567,metalTextiles
150-940-433-215-533,"Stromleitende, Nässe haltende Struktur Stromleitende Nässe haltende Struktur, aufweisend: mindestens eine stromleitende Textileinheit (200, 300); und mindestens eine Nässe haltende Textileinheit (201, 301), wobei die stromleitende Textileinheit (200, 300) und die Nässe haltende Textileinheit (201, 301) über Kreuz zu einem Flächengebilde verbunden sind.",,D03D15/00;;D03D15/217;;D03D15/225;;D03D15/25;;D03D15/275;;D03D15/50;;D03D15/533;;D04B1/14;;D10B2101/122;;D10B2101/20;;D10B2401/022;;D10B2401/16;;D03D15/225;;D03D15/00;;D03D15/217;;D03D15/25;;D03D15/275;;D03D15/50;;D03D15/00;;D04B1/14;;D04H3/00,metalTextiles
160-899-128-360-778,"Adjustable belt tensioning utilizing active material actuation A restraining belt comprising a webbing, and utilizing active material actuation for selectively modifying the tensile load strength of, stiffness of, or the tensioning applied to the webbing.",,D03D1/0005;;C08L2201/12;;D03D15/56;;D03D15/67;;D10B2101/20;;D10B2401/046;;D10B2401/062;;D10B2401/16;;Y10T428/249922;;Y10T442/30;;D03D1/0005;;C08L2201/12;;D03D15/56;;D03D15/67;;D10B2101/20;;D10B2401/046;;D10B2401/062;;D10B2401/16;;Y10T428/249922;;Y10T442/30;;B60R22/00;;B60R22/48,metalTextiles
167-933-384-655-242,"DEVICE FOR DIRECT AND REVERSIBLE CONVERSION OF THERMAL ENERGY INTO ELECTRICAL ENERGY The present invention relates to a device for the direct and reversible conversion of thermal energy into electrical energy. The device contains an electrically conductive lattice fabric which is provided in at least some regions with an electrical insulation coating. The lattice fabric contains at least one thermoelectric system, by which a voltage gradient and thus a tappable potential difference are generated in the presence of a temperature gradient within the device. The invention further relates to a method for direct and reversible conversion of thermal energy into electrical energy and to applications for the device according to the invention.",,D03D15/00;;D03D1/0088;;D03D9/00;;D10B2101/20;;D03D15/25;;H10N10/854;;H10N15/15;;H10N10/17;;H10N10/13;;D03D15/25;;D03D15/00;;H10N10/854;;D03D15/00;;H01M8/18;;H10N10/13;;H10N10/17;;H10N10/855;;H10N15/00;;H10N15/10,metalTextiles
157-522-977-516-265,"A MASONRY REINFORCEMENT STRUCTURE COMPRISING PARALLEL ASSEMBLIES OF GROUPED METAL FILAMENTS AND A POLYMER COATING. The invention relates to a masonry reinforcement structure (100) comprising at least two assemblies (102) of grouped metal filaments, at least one positioning element (104) for positioning the assemblies (102) of grouped metal filaments in a predetermined position and a polymer coating (110) for securing the assemblies (102) of grouped metal filaments in this predetermined position. The invention also relates to a method of manufacturing such masonry reinforcement structure (100) and to a roll comprising such a masonry reinforcement structure(100). The invention further relates to masonry reinforced with such masonry reinforcement structure (100) and to a method to apply such masonry reinforcement structure(100).",,D04B21/14;;B21F27/005;;B21F27/02;;D02G3/12;;D03D1/00;;D03D9/00;;D03D15/00;;D03D15/25;;D03D15/283;;D03D15/573;;D03D15/62;;D10B2101/20;;D10B2403/02411;;D10B2505/20;;E04B2/02;;E04B2002/0282;;E04C5/012;;E04C5/017;;E04C5/02;;E04G21/1841;;E04G23/0218;;D03D15/573;;D02G3/12;;D03D1/00;;D03D9/00;;D03D15/00;;D03D15/25;;D03D15/283;;D03D15/62;;D04B21/14;;D10B2101/20;;D10B2403/02411;;D10B2505/20;;E04B2/02;;E04B2002/0282;;E04G21/1841;;E04G23/0218;;E04C5/012;;B21F27/005;;B21F27/02;;D02G3/12;;D03D1/00;;D03D9/00;;D03D15/00;;D03D15/25;;D03D15/283;;D03D15/573;;D03D15/62;;D04B21/14;;D10B2101/20;;D10B2403/02411;;D10B2505/20;;E04B2/02;;E04B2002/0282;;E04C5/017;;E04C5/02;;E04G21/1841;;E04G23/0218;;D04B21/14;;D03D15/02;;D03D19/00;;E04B2/02;;E04G21/18;;E04G23/02,metalTextiles
153-972-241-349-532,"Verfahren zum Herstellen einer strukturierten Materialbahn aus gewirkten, gestrickten oder gewebten Fäden und Verwendung derselben Verfahren zum Herstellen einer mehrdimensional strukturierten, gewirkten oder gestrickten Materialbahn, wobei die Materialbahn auf ihrer einen Seite partiell durch linienförmige Stützelemente, die vorzugsweise auf einer Walze angeordnet sind, abgestützt wird, und auf ihrer Gegenseite ein Wirkmedium, wie eine elastische Druckwalze, gegen die Materialbahn drückt, wodurch eine mehrdimensionale Strukturierung mit aneinander angeordneten Strukturen gebildet wird, wie beul- oder wölbförmige Strukturen, mit Mulden und Falten versehen, oder dreidimensional wellenförmigen Strukturen mittels zusätzlicher elastischer Lage, die zwischen den Stützelementen und der Materialbahn geführt wird, mit Kalotten und Wülsten versehen, dadurch gekennzeichnet, dass – in einem primären Herstellungsschritt aneinander gereihte, bürstenartige Elemente oder weiche Druckelemente gegen eine gewirkte oder gestrickte Materialbahn, wie aus mindestens 3-lagigen Maschenreihen und 2-lagigen Fädenanordnungen dazwischen bestehend, wobei letztere eine geringere Höhe als die der mindestens 3-lagigen Maschenreihen aufweisen, drücken, wodurch die Materialbahn fixiert wird, wobei die Dicke der mindestens 3-lagigen Maschenreihen im Wesentlichen beibehalten wird, und dann die bürstenartigen Elemente oder die weichen Druckelemente aufeinander zubewegt werden, wodurch der Abstand zwischen den mindestens 3-lagigen Maschenreihen der Materialbahn reduziert und so der Abstand der Fäden zueinander kleiner gebildet wird, – dann die Materialbahn mit aneinander angeordneten Strukturen versehen wird, wodurch die Materialbahn mehrdimensional versteift wird und der Werkstoff der Materialbahn besonders geschont wird und – an allen Orten der Materialbahn ein kleiner und im Wesentlichen gleichmäßiger freier Maschenquerschnitt für ein die Materialbahn durchströmendes fluides Medium gebildet wird.",,C01C3/0216;;B01J23/38;;B01J23/464;;B01J35/58;;C01B21/265;;D04B21/12;;D10B2101/20;;D10B2403/0242;;D10B2505/04;;D04B21/20;;B01D46/10;;B01J23/38;;C01C3/02;;D03D15/00;;D04B1/14;;D04B21/00,metalTextiles
